date,cat_health_conditions
2008m1,-.3636447
2008m2,.5040805
2008m3,.9096629
2008m4,.80352
2008m5,.075844
2008m6,-.5920047
2008m7,-.9510254
2008m8,-.7029856
2008m9,-.0660873
2008m10,.3277678
2008m11,.359795
2008m12,.1143139
2009m1,.1349805
2009m2,.6000088
2009m3,.8752266
2009m4,.9403156
2009m5,.6459721
2009m6,.1190409
2009m7,-.2272736
2009m8,-.1129872
2009m9,.5638656
2009m10,1.403317
2009m11,1.644135
2009m12,1.466636
2010m1,1.595952
2010m2,1.988394
2010m3,2.160924
2010m4,2.019521
2010m5,1.234079
2010m6,.4788631
2010m7,.2395798
2010m8,.3947276
2010m9,.8455225
2010m10,.9904895
2010m11,.6543106
2010m12,-.0521001
2011m1,-.404843
2011m2,-.2074034
2011m3,.0154443
2011m4,-.0421444
2011m5,-.5341312
2011m6,-1.09761
2011m7,-1.390108
2011m8,-1.205445
2011m9,-.7591339
2011m10,-.5359694
2011m11,-.5846254
2011m12,-.6922503
2012m1,-.3003126
2012m2,.2832395
2012m3,.5498439
2012m4,.4339119
2012m5,-.1333039
2012m6,-.8351692
2012m7,-1.191501
2012m8,-1.161919
2012m9,-.9437007
2012m10,-.8415343
2012m11,-.8981665
2012m12,-.9552216
2013m1,-.7052563
2013m2,-.2720361
2013m3,-.0905422
2013m4,-.0864751
2013m5,-.5218491
2013m6,-1.021675
2013m7,-1.073785
2013m8,-.8061839
2013m9,-.3221237
2013m10,-.0706726
2013m11,-.1589597
2013m12,-.45471
2014m1,-.4771201
2014m2,-.1943729
2014m3,-.005087
2014m4,.005663
2014m5,-.4591952
2014m6,-.9459445
2014m7,-1.129838
2014m8,-.9752145
2014m9,-.5563774
2014m10,-.3756593
2014m11,-.4197772
2014m12,-.4689378
2015m1,-.2619846
2015m2,.1423794
2015m3,.3337808
2015m4,.3334946
2015m5,-.0911582
2015m6,-.5088664
2015m7,-.5983099
2015m8,-.4048497
2015m9,.1039817
2015m10,.4299297
2015m11,.4673113
2015m12,.399545
2016m1,.6405247
2016m2,1.019547
2016m3,1.082757
2016m4,.9073649
