date,cat_personal_security
2008m1,-.6777802
2008m2,-.4948775
2008m3,-.3971789
2008m4,-.3651717
2008m5,-.6555709
2008m6,-.9811016
2008m7,-1.146581
2008m8,-1.148314
2008m9,-.8794482
2008m10,-.5925471
2008m11,-.2920584
2008m12,-.1518702
2009m1,-.0181725
2009m2,.2365427
2009m3,.349159
2009m4,.1903751
2009m5,-.1327405
2009m6,-.5003712
2009m7,-.6929448
2009m8,-.6456493
2009m9,-.3750223
2009m10,.1022862
2009m11,.4097434
2009m12,.4606056
2010m1,.3586861
2010m2,.3086
2010m3,.3927079
2010m4,.3313584
2010m5,.075018
2010m6,-.3588298
2010m7,-.7151036
2010m8,-.7866206
2010m9,-.6607137
2010m10,-.4337286
2010m11,-.2694388
2010m12,-.223658
2011m1,-.1853801
2011m2,-.1792477
2011m3,-.2705002
2011m4,-.4000824
2011m5,-.5760565
2011m6,-.7974697
2011m7,-.7796314
2011m8,-.7523369
2011m9,-.5965037
2011m10,-.4701048
2011m11,-.3762252
2011m12,-.4195125
2012m1,-.4126928
2012m2,-.4100372
2012m3,-.4273139
2012m4,-.4458115
2012m5,-.3958293
2012m6,-.0708142
2012m7,.4348089
2012m8,.0605641
2012m9,-.1393623
2012m10,.1880256
2012m11,1.203497
2012m12,2.684062
2013m1,3.03883
2013m2,2.466279
2013m3,1.819129
2013m4,1.218613
2013m5,.3893436
2013m6,-.214086
2013m7,-.4674765
2013m8,-.576437
2013m9,-.509648
2013m10,-.3894835
2013m11,-.3104844
2013m12,-.3250102
2014m1,-.3491679
2014m2,-.3139079
2014m3,-.3659235
2014m4,-.360436
2014m5,-.3872236
2014m6,-.4459776
2014m7,-.4929723
2014m8,-.5398055
2014m9,-.4679357
2014m10,-.285712
2014m11,-.0704355
2014m12,.1327761
2015m1,.2157088
2015m2,.1482732
2015m3,.1186595
2015m4,.1125533
2015m5,.0409754
2015m6,-.0404813
2015m7,-.0722209
2015m8,-5.81e-06
2015m9,.3928936
2015m10,1.273043
2015m11,2.130624
2015m12,2.181713
2016m1,1.512219
2016m2,1.032677
2016m3,1.15051
2016m4,1.524376
