date,cat_healthy_habits
2011m1,1.400848
2011m2,.9721259
2011m3,.6831259
2011m4,.401674
2011m5,.1903019
2011m6,-.0120282
2011m7,-.3843705
2011m8,-.8717325
2011m9,-1.226743
2011m10,-1.391089
2011m11,-1.311841
2011m12,-.7587752
2012m1,.1625709
2012m2,.6913393
2012m3,.9145285
2012m4,.8768377
2012m5,.8784747
2012m6,.824043
2012m7,.5726236
2012m8,.0483295
2012m9,-.6809834
2012m10,-1.256443
2012m11,-1.321599
2012m12,-.73453
2013m1,.4198623
2013m2,1.102598
2013m3,1.373781
2013m4,1.361441
2013m5,1.110894
2013m6,.6602204
2013m7,.1239435
2013m8,-.4437554
2013m9,-.9326829
2013m10,-1.090329
2013m11,-1.005648
2013m12,-.560806
2014m1,.3430479
2014m2,.9052551
2014m3,1.187045
2014m4,1.1107
2014m5,.806078
2014m6,.3754866
2014m7,-.0719687
2014m8,-.5315478
2014m9,-.9351711
2014m10,-1.090405
2014m11,-1.043589
2014m12,-.6953957
2015m1,-.0290763
2015m2,.3595743
2015m3,.5698936
2015m4,.5330331
2015m5,.3747686
2015m6,.100611
2015m7,-.3310678
2015m8,-.8247123
2015m9,-1.17091
2015m10,-1.274278
2015m11,-1.05643
2015m12,-.4568845
2016m1,.4327511
2016m2,.7906572
2016m3,.6314796
2016m4,.2048459
