date,cat_family
2008m1,-2.057937
2008m2,-2.067724
2008m3,-2.088591
2008m4,-2.162273
2008m5,-2.315287
2008m6,-2.411751
2008m7,-2.232944
2008m8,-1.820523
2008m9,-1.133701
2008m10,-.6519638
2008m11,-.5316186
2008m12,-.7314954
2009m1,-.9452685
2009m2,-.9654413
2009m3,-.9399199
2009m4,-1.109052
2009m5,-1.201244
2009m6,-1.17892
2009m7,-1.085712
2009m8,-.6234268
2009m9,.1087398
2009m10,.6871294
2009m11,.5782792
2009m12,.2912895
2010m1,-.0236124
2010m2,-.1314514
2010m3,-.2199692
2010m4,-.2756817
2010m5,-.3785949
2010m6,-.5270699
2010m7,-.6070739
2010m8,-.4013352
2010m9,-.0557669
2010m10,.2601126
2010m11,.4366462
2010m12,.3753865
2011m1,.1942049
2011m2,.1029267
2011m3,.0381711
2011m4,-.0461269
2011m5,-.1562102
2011m6,-.2712388
2011m7,-.2321497
2011m8,.2345929
2011m9,.9612789
2011m10,1.413994
2011m11,1.364097
2011m12,1.107063
2012m1,.8638542
2012m2,.5745032
2012m3,.3236122
2012m4,.1043893
2012m5,-.0736954
2012m6,-.1425226
2012m7,-.0843653
2012m8,.316897
2012m9,.8912814
2012m10,1.146943
2012m11,1.110232
2012m12,.9769217
2013m1,.7519597
2013m2,.4929414
2013m3,.3635736
2013m4,.1248924
2013m5,-.0022058
2013m6,.0124999
2013m7,.1170712
2013m8,.5521888
2013m9,1.255337
2013m10,1.731329
2013m11,1.568308
2013m12,1.062992
2014m1,.4584582
2014m2,.0923606
2014m3,.0309927
2014m4,-.1495944
2014m5,-.3480726
2014m6,-.4099458
2014m7,-.3904243
2014m8,.0086853
2014m9,.6222227
2014m10,1.06801
2014m11,1.158746
2014m12,.9288408
2015m1,.5633637
2015m2,.3089323
2015m3,.1971086
2015m4,-.0394423
2015m5,-.267143
2015m6,-.3157863
2015m7,-.1484994
2015m8,.3057257
2015m9,.8523013
2015m10,1.147606
2015m11,1.06786
2015m12,.8769275
2016m1,.5570845
2016m2,.3081403
2016m3,.3700701
2016m4,.5336967
