date,cat_health_conditions
2008m1,.0031348
2008m2,.5491202
2008m3,.7248033
2008m4,.4104047
2008m5,-.3425428
2008m6,-.8580837
2008m7,-1.193153
2008m8,-1.064184
2008m9,-.348125
2008m10,.0075645
2008m11,.0595837
2008m12,.0074451
2009m1,.3819172
2009m2,.9054968
2009m3,1.114119
2009m4,.9475723
2009m5,.3516403
2009m6,-.2263947
2009m7,-.5704007
2009m8,-.4462416
2009m9,.2767324
2009m10,.8730322
2009m11,.9474522
2009m12,.6830155
2010m1,.7080647
2010m2,1.215957
2010m3,1.565432
2010m4,1.401762
2010m5,.7331849
2010m6,.0359375
2010m7,-.4234645
2010m8,-.2983703
2010m9,.2614407
2010m10,.6085333
2010m11,.2723089
2010m12,-.4092788
2011m1,-.3966986
2011m2,.0932334
2011m3,.370321
2011m4,.3277407
2011m5,-.0758867
2011m6,-.5207821
2011m7,-.9926552
2011m8,-1.122202
2011m9,-.7515378
2011m10,-.4292648
2011m11,-.3484133
2011m12,-.5023553
2012m1,-.0622061
2012m2,.580586
2012m3,.7283375
2012m4,.4485316
2012m5,-.1742995
2012m6,-.7587544
2012m7,-1.018232
2012m8,-.901752
2012m9,-.4372322
2012m10,-.3378924
2012m11,-.6891481
2012m12,-.976625
2013m1,-.6880671
2013m2,-.3289725
2013m3,-.3612357
2013m4,-.5578071
2013m5,-.966597
2013m6,-1.241715
2013m7,-1.077755
2013m8,-.7610452
2013m9,-.3079831
2013m10,.019438
2013m11,-.1645433
2013m12,-.6187792
2014m1,-.4758821
2014m2,-.0184166
2014m3,.2396963
2014m4,.2484986
2014m5,-.1970215
2014m6,-.6173409
2014m7,-.7507076
2014m8,-.5562431
2014m9,-.0528844
2014m10,.2758309
2014m11,.1090555
2014m12,-.164123
2015m1,.1116578
2015m2,.7275162
2015m3,1.109075
2015m4,1.009657
2015m5,.3440698
2015m6,-.2113883
2015m7,-.440321
2015m8,-.2902958
2015m9,.237807
2015m10,.5520622
2015m11,.3502476
2015m12,.0189842
2016m1,.1769983
2016m2,.7153565
2016m3,1.390912
2016m4,2.294033
