date,swb_anger
2011m1,-1.032454
2011m2,-.2961322
2011m3,.3665321
2011m4,.6187866
2011m5,.5065871
2011m6,.092765
2011m7,.2445946
2011m8,.934086
2011m9,1.040044
2011m10,.5012836
2011m11,-.0508169
2011m12,-.4744979
2012m1,-.4902614
2012m2,-.3852669
2012m3,-.1763912
2012m4,.3073804
2012m5,.7236138
2012m6,.872644
2012m7,1.197613
2012m8,1.647342
2012m9,1.502305
2012m10,.9870762
2012m11,.4365346
2012m12,.2761258
2013m1,.2173065
2013m2,.2592954
2013m3,.2850303
2013m4,.4556786
2013m5,.686937
2013m6,.8795838
2013m7,1.218756
2013m8,1.886771
2013m9,2.025146
2013m10,1.502364
2013m11,.885651
2013m12,.8030141
2014m1,.8962118
2014m2,1.174096
2014m3,1.098161
2014m4,.9897866
2014m5,.8853869
2014m6,1.040235
2014m7,1.467926
2014m8,1.979156
2014m9,2.130783
2014m10,1.940825
2014m11,1.509483
2014m12,.9466685
2015m1,.6181756
2015m2,.3322406
2015m3,.2286485
2015m4,.5327771
2015m5,.7064009
2015m6,.4966182
2015m7,.7168402
2015m8,1.489105
2015m9,1.946945
2015m10,1.664549
2015m11,.9844601
2015m12,.4088768
2016m1,.0879189
2016m2,.0344551
2016m3,-.142279
2016m4,-.6138793
