date,cat_financial_security
2011m1,.9990909
2011m2,.5330914
2011m3,.2221631
2011m4,-.041726
2011m5,-.2141301
2011m6,-.1783582
2011m7,-.1564637
2011m8,-.2778153
2011m9,-.5565576
2011m10,-.8898464
2011m11,-1.060268
2011m12,-.7463233
2012m1,-.064516
2012m2,.1908354
2012m3,-.0146602
2012m4,-.3295934
2012m5,-.7396049
2012m6,-.9420131
2012m7,-1.146787
2012m8,-1.224077
2012m9,-1.347805
2012m10,-1.350661
2012m11,-1.101088
2012m12,-.5030162
2013m1,.4998393
2013m2,.699123
2013m3,.4310488
2013m4,.0986382
2013m5,-.2150812
2013m6,-.3909546
2013m7,-.2960886
2013m8,-.3971291
2013m9,-.5699242
2013m10,-.5249935
2013m11,-.5792489
2013m12,-.3045114
2014m1,.3059823
2014m2,.5481152
2014m3,.4361148
2014m4,.1442091
2014m5,-.1739867
2014m6,-.223271
2014m7,-.1456318
2014m8,-.2526428
2014m9,-.4612914
2014m10,-.5462483
2014m11,-.5656402
2014m12,-.1312932
2015m1,.6624988
2015m2,1.054974
2015m3,1.037833
2015m4,.7454804
2015m5,.5585952
2015m6,.8177253
2015m7,1.051632
2015m8,.7676175
2015m9,.1790622
2015m10,-.1413934
2015m11,-.2209616
2015m12,.0598048
2016m1,.7093363
2016m2,1.268799
2016m3,1.986628
2016m4,3.017364
