date,swb_happiness
2011m1,.1023576
2011m2,.0997863
2011m3,-.0348688
2011m4,.1853894
2011m5,.5641951
2011m6,.7046925
2011m7,.6887233
2011m8,.1919287
2011m9,-.2318696
2011m10,.0294116
2011m11,.1366918
2011m12,.2745514
2012m1,.263995
2012m2,.2490774
2012m3,.2803929
2012m4,.5320374
2012m5,.8546383
2012m6,.9875336
2012m7,.7987779
2012m8,.4565949
2012m9,.1882273
2012m10,.4493271
2012m11,.5871093
2012m12,.4303769
2013m1,-.0131185
2013m2,.1122906
2013m3,.3532059
2013m4,.7720901
2013m5,1.132905
2013m6,1.207734
2013m7,.8900441
2013m8,.3550408
2013m9,.0303086
2013m10,.4056731
2013m11,.9796671
2013m12,1.08329
2014m1,.7811695
2014m2,.6245496
2014m3,.7580326
2014m4,1.052921
2014m5,1.237509
2014m6,1.089213
2014m7,.6218516
2014m8,.1039893
2014m9,-.4152457
2014m10,-.2081388
2014m11,.4850068
2014m12,1.087016
2015m1,1.144887
2015m2,1.084343
2015m3,1.178388
2015m4,1.190968
2015m5,1.33351
2015m6,1.223855
2015m7,1.077144
2015m8,.5121664
2015m9,.5794242
2015m10,1.174925
2015m11,1.95345
2015m12,2.05806
2016m1,1.462186
2016m2,1.398126
2016m3,1.690903
2016m4,2.689888
