region,date,islam
Haute-Normandie,2013m1,-.98489112
Haute-Normandie,2013m2,-.75376141
Haute-Normandie,2013m3,-.11893475
Haute-Normandie,2013m4,-.15195778
Haute-Normandie,2013m5,.0830727
Haute-Normandie,2013m6,-.015196185
Haute-Normandie,2013m7,-.11056045
Haute-Normandie,2013m8,.016736858
Haute-Normandie,2013m9,-.41994062
Haute-Normandie,2013m10,.16225192
Haute-Normandie,2013m11,-.12277807
Haute-Normandie,2013m12,-.34598923
Haute-Normandie,2014m1,-.43886426
Haute-Normandie,2014m2,.025363527
Haute-Normandie,2014m3,-.2660574
Haute-Normandie,2014m4,-.69554543
Haute-Normandie,2014m5,-.68040478
Haute-Normandie,2014m6,-.50747144
Haute-Normandie,2014m7,.43025008
Haute-Normandie,2014m8,-.41309839
Haute-Normandie,2014m9,-.31574488
Haute-Normandie,2014m10,-.3095023
Haute-Normandie,2014m11,-.25596234
Haute-Normandie,2014m12,.1144199
Haute-Normandie,2015m1,2.7867498
Haute-Normandie,2015m2,.23931623
Haute-Normandie,2015m3,-.27089971
Haute-Normandie,2015m4,.27750349
Haute-Normandie,2015m5,.24637684
Haute-Normandie,2015m6,.001574304
Haute-Normandie,2015m7,.45553151
Haute-Normandie,2015m8,-.14292827
Haute-Normandie,2015m9,-.20394331
Haute-Normandie,2015m10,.39581516
Haute-Normandie,2015m11,1.4229934
Haute-Normandie,2015m12,.27372923
Haute-Normandie,2016m1,.01605257
Haute-Normandie,2016m2,.20340797
Haute-Normandie,2016m3,-.38362494
Haute-Normandie,2016m4,-.0028565153
Haute-Normandie,2016m5,-.8824113
Haute-Normandie,2016m6,.038852058
Haute-Normandie,2016m7,.36221293
Haute-Normandie,2016m8,.60723001
Haute-Normandie,2016m9,-.165695
Haute-Normandie,2016m10,-.12398478
Haute-Normandie,2016m11,-.18841588
Haute-Normandie,2016m12,.43120742
Haute-Normandie,2017m1,1.048512
Haute-Normandie,2017m2,-.2654373
Haute-Normandie,2017m3,-.36368626
