date,cat_health_worries
2011m1,2.317048
2011m2,1.742456
2011m3,1.278677
2011m4,.9975687
2011m5,.997229
2011m6,1.30072
2011m7,1.320095
2011m8,1.429656
2011m9,1.662515
2011m10,1.470848
2011m11,1.082334
2011m12,.8341284
2012m1,1.010723
2012m2,1.381841
2012m3,1.415779
2012m4,1.168025
2012m5,.7272118
2012m6,.2246991
2012m7,-.070634
2012m8,-.1396399
2012m9,-.0026054
2012m10,.2350994
2012m11,.2852958
2012m12,.2474951
2013m1,.3961006
2013m2,.5295828
2013m3,.3760804
2013m4,-.0047738
2013m5,-.2738594
2013m6,-.3242888
2013m7,-.2697819
2013m8,-.3047922
2013m9,-.3013879
2013m10,-.2878306
2013m11,-.3206708
2013m12,-.3986852
2014m1,-.4630763
2014m2,-.4311887
2014m3,-.3379854
2014m4,-.2412073
2014m5,-.4046313
2014m6,-.7139723
2014m7,-.8379161
2014m8,-.8754666
2014m9,-.6530834
2014m10,-.469153
2014m11,-.4905411
2014m12,-.4929958
2015m1,-.4327064
2015m2,-.4859914
2015m3,-.6030653
2015m4,-.9022697
2015m5,-1.192163
2015m6,-1.323643
2015m7,-1.322116
2015m8,-1.273066
2015m9,-1.29336
2015m10,-1.257372
2015m11,-1.143815
2015m12,-1.052353
2016m1,-1.021803
2016m2,-.9743593
2016m3,-.7982867
2016m4,-.2446728
