date,swb_enjoyment
2011m1,.6367154
2011m2,.291563
2011m3,.0517042
2011m4,-.2098359
2011m5,-.4366207
2011m6,-.8211942
2011m7,-.6297772
2011m8,-.4522759
2011m9,.222891
2011m10,.5514216
2011m11,.2346872
2011m12,-.1269637
2012m1,-.324727
2012m2,-.1642776
2012m3,.3679688
2012m4,.8675059
2012m5,1.563383
2012m6,1.690869
2012m7,1.021013
2012m8,.4285315
2012m9,-.0408733
2012m10,-.6522139
2012m11,-.5709568
2012m12,-.0544517
2013m1,.3593676
2013m2,.9476627
2013m3,1.351266
2013m4,1.356949
2013m5,1.124983
2013m6,.9049446
2013m7,.6840027
2013m8,.3419107
2013m9,.3786727
2013m10,.593277
2013m11,1.019539
2013m12,.7800545
2014m1,.1580862
2014m2,.2274564
2014m3,.7184536
2014m4,1.063215
2014m5,1.218796
2014m6,.6937924
2014m7,.2786377
2014m8,.1693035
2014m9,.199837
2014m10,.513368
2014m11,.8732825
2014m12,.9308574
2015m1,.3722987
2015m2,.2076545
2015m3,.512837
2015m4,.9677539
2015m5,1.183317
2015m6,1.023434
2015m7,.9680957
2015m8,.6935341
2015m9,.4493732
2015m10,.2962098
2015m11,.4418709
2015m12,.7731107
2016m1,.9452298
2016m2,.766198
2016m3,.4567211
2016m4,-.2451586
