date,swb_stress
2008m1,-1.014259
2008m2,-.8970055
2008m3,-.5718439
2008m4,-.3423131
2008m5,-.4576976
2008m6,-.825229
2008m7,-.88772
2008m8,-.6952886
2008m9,.0045466
2008m10,.3224917
2008m11,.3998023
2008m12,.4639338
2009m1,.9044049
2009m2,1.083685
2009m3,.9238627
2009m4,.7397837
2009m5,.5373284
2009m6,.4533302
2009m7,.2317784
2009m8,.404556
2009m9,1.142513
2009m10,1.855957
2009m11,2.160724
2009m12,2.446949
2010m1,2.672695
2010m2,2.457909
2010m3,2.033348
2010m4,1.968053
2010m5,2.136548
2010m6,2.144139
2010m7,1.948408
2010m8,1.920726
2010m9,2.118684
2010m10,2.183311
2010m11,2.011651
2010m12,1.651653
2011m1,1.058675
2011m2,.8474458
2011m3,.7765792
2011m4,.8040891
2011m5,.7551489
2011m6,.8145723
2011m7,1.132034
2011m8,1.518386
2011m9,1.707179
2011m10,1.77152
2011m11,1.327828
2011m12,.9791047
2012m1,.8043878
2012m2,.8350293
2012m3,.8661324
2012m4,.7607669
2012m5,.6550419
2012m6,.6294789
2012m7,.801041
2012m8,1.359995
2012m9,1.934711
2012m10,2.070932
2012m11,1.753387
2012m12,1.299402
2013m1,.8691302
2013m2,.6610854
2013m3,.6940477
2013m4,.4400556
2013m5,.0500409
2013m6,-.2124348
2013m7,-.1053323
2013m8,.2674517
2013m9,.6037243
2013m10,.8374714
2013m11,.645026
2013m12,.40008
2014m1,.0994057
2014m2,-.0882253
2014m3,-.0850893
2014m4,-.1917455
2014m5,-.3617885
2014m6,-.4416578
2014m7,-.2706951
2014m8,.1345513
2014m9,.4196139
2014m10,.5530603
2014m11,.4291519
2014m12,.4494146
2015m1,.4573387
2015m2,.4708365
2015m3,.3914503
2015m4,.1881912
2015m5,-.137884
2015m6,-.36023
2015m7,-.2541281
2015m8,.1259389
2015m9,.4600684
2015m10,.7484214
2015m11,.8479289
2015m12,.6744577
2016m1,.2895697
2016m2,.0917384
2016m3,.38727
2016m4,.7244488
