date,cat_layoffs
2008m1,-1.452805
2008m2,-1.244141
2008m3,-1.057742
2008m4,-.9656778
2008m5,-1.086516
2008m6,-1.089484
2008m7,-.9221527
2008m8,-.6123337
2008m9,-.0009675
2008m10,.7696526
2008m11,1.583852
2008m12,2.127954
2009m1,2.690796
2009m2,2.93411
2009m3,2.730085
2009m4,2.230907
2009m5,1.809256
2009m6,1.633006
2009m7,1.532772
2009m8,1.406487
2009m9,1.371488
2009m10,1.227329
2009m11,.995951
2009m12,.886611
2010m1,1.227642
2010m2,1.436048
2010m3,1.504275
2010m4,1.382309
2010m5,1.190853
2010m6,1.123588
2010m7,.8613682
2010m8,.4642879
2010m9,.0056104
2010m10,-.0333579
2010m11,.081445
2010m12,.157214
2011m1,.119086
2011m2,-.0162015
2011m3,-.175571
2011m4,-.2387432
2011m5,-.3153703
2011m6,-.3954056
2011m7,-.3559164
2011m8,-.3114573
2011m9,-.2405009
2011m10,-.0799537
2011m11,.0014342
2011m12,-.1387917
2012m1,-.2585877
2012m2,-.3701937
2012m3,-.473578
2012m4,-.5200704
2012m5,-.5354348
2012m6,-.5096706
2012m7,-.3967466
2012m8,-.2083314
2012m9,.0384255
2012m10,.264667
2012m11,.212728
2012m12,-.1135382
2013m1,-.24125
2013m2,-.3269431
2013m3,-.3754177
2013m4,-.4646527
2013m5,-.5452719
2013m6,-.6328368
2013m7,-.7023819
2013m8,-.6900583
2013m9,-.6286628
2013m10,-.5432494
2013m11,-.4867853
2013m12,-.3213868
2014m1,-.0379455
2014m2,-.0206121
2014m3,-.1235054
2014m4,-.3057307
2014m5,-.4815736
2014m6,-.5715701
2014m7,-.6638455
2014m8,-.6971967
2014m9,-.5595574
2014m10,-.4347189
2014m11,-.5176182
2014m12,-.5664539
2015m1,-.5463059
2015m2,-.6341611
2015m3,-.728408
2015m4,-.8384007
2015m5,-.9211658
2015m6,-.9697843
2015m7,-.9565051
2015m8,-.9320174
2015m9,-.806278
2015m10,-.7104995
2015m11,-.6964197
2015m12,-.6755222
2016m1,-.5731758
2016m2,-.4705625
2016m3,-.3472106
2016m4,-.1363564
