region,date,immigration
Nord-Pas-de-Calais,2013m1,-.0083311005
Nord-Pas-de-Calais,2013m2,-.46813065
Nord-Pas-de-Calais,2013m3,-.25890702
Nord-Pas-de-Calais,2013m4,-.91890556
Nord-Pas-de-Calais,2013m5,-.41389883
Nord-Pas-de-Calais,2013m6,-.56183869
Nord-Pas-de-Calais,2013m7,-1.1173042
Nord-Pas-de-Calais,2013m8,-.78260124
Nord-Pas-de-Calais,2013m9,-.083917826
Nord-Pas-de-Calais,2013m10,.018039376
Nord-Pas-de-Calais,2013m11,-.26721129
Nord-Pas-de-Calais,2013m12,-.34860951
Nord-Pas-de-Calais,2014m1,.17798053
Nord-Pas-de-Calais,2014m2,.35677874
Nord-Pas-de-Calais,2014m3,-.023539495
Nord-Pas-de-Calais,2014m4,-.73683697
Nord-Pas-de-Calais,2014m5,-.28199255
Nord-Pas-de-Calais,2014m6,-.25577244
Nord-Pas-de-Calais,2014m7,-.74991655
Nord-Pas-de-Calais,2014m8,-.25421208
Nord-Pas-de-Calais,2014m9,.46075529
Nord-Pas-de-Calais,2014m10,-.13978523
Nord-Pas-de-Calais,2014m11,.19183253
Nord-Pas-de-Calais,2014m12,-.010793258
Nord-Pas-de-Calais,2015m1,-.024971416
Nord-Pas-de-Calais,2015m2,-.14792189
Nord-Pas-de-Calais,2015m3,-.013507362
Nord-Pas-de-Calais,2015m4,.20823319
Nord-Pas-de-Calais,2015m5,.096919864
Nord-Pas-de-Calais,2015m6,-.15406568
Nord-Pas-de-Calais,2015m7,-.39009193
Nord-Pas-de-Calais,2015m8,.1232226
Nord-Pas-de-Calais,2015m9,2.6890285
Nord-Pas-de-Calais,2015m10,1.2750984
Nord-Pas-de-Calais,2015m11,.98323339
Nord-Pas-de-Calais,2015m12,.52573711
Nord-Pas-de-Calais,2016m1,1.016312
Nord-Pas-de-Calais,2016m2,.34081194
Nord-Pas-de-Calais,2016m3,.10743904
Nord-Pas-de-Calais,2016m4,-.20378362
Nord-Pas-de-Calais,2016m5,.12904981
Nord-Pas-de-Calais,2016m6,-.57412058
Nord-Pas-de-Calais,2016m7,-.47889927
Nord-Pas-de-Calais,2016m8,-.28524166
Nord-Pas-de-Calais,2016m9,.098419897
Nord-Pas-de-Calais,2016m10,.70275456
Nord-Pas-de-Calais,2016m11,.34699553
Nord-Pas-de-Calais,2016m12,-.33218324
Nord-Pas-de-Calais,2017m1,.0021882833
Nord-Pas-de-Calais,2017m2,.029088413
Nord-Pas-de-Calais,2017m3,.32742384
