date,cat_family_stress
2008m1,-.5779281
2008m2,-.9982885
2008m3,-1.319247
2008m4,-1.454211
2008m5,-1.560476
2008m6,-1.365799
2008m7,-1.056545
2008m8,-.8417532
2008m9,-.9918056
2008m10,-1.310991
2008m11,-1.395895
2008m12,-1.095245
2009m1,-.7596949
2009m2,-.9089924
2009m3,-1.301479
2009m4,-1.676338
2009m5,-1.776337
2009m6,-1.444461
2009m7,-.9769992
2009m8,-.9858958
2009m9,-1.272255
2009m10,-1.306434
2009m11,-1.121305
2009m12,-.8260527
2010m1,-.4905441
2010m2,-.4454113
2010m3,-.3893637
2010m4,-.233711
2010m5,-.1089392
2010m6,.1800836
2010m7,.6005303
2010m8,.7713681
2010m9,.1065576
2010m10,-.4542927
2010m11,-.4373532
2010m12,.0433277
2011m1,.7296637
2011m2,.7320623
2011m3,.4227055
2011m4,.1331619
2011m5,.2183473
2011m6,.6931319
2011m7,1.174303
2011m8,1.34876
2011m9,.9715221
2011m10,.6430005
2011m11,.5360213
2011m12,.4187708
2012m1,.6388419
2012m2,.8512048
2012m3,.7925468
2012m4,.6723741
2012m5,.7223225
2012m6,.9369966
2012m7,1.176359
2012m8,1.193586
2012m9,.5819816
2012m10,.0732732
2012m11,-.1471457
2012m12,-.2438717
2013m1,-.2733668
2013m2,-.46174
2013m3,-.5126635
2013m4,-.2591125
2013m5,.0935934
2013m6,.5311258
2013m7,.8327964
2013m8,.9644855
2013m9,.5878331
2013m10,.0654927
2013m11,-.3118297
2013m12,-.380255
2014m1,-.1920714
2014m2,-.2305643
2014m3,-.4553739
2014m4,-.3493711
2014m5,.0827831
2014m6,.7179831
2014m7,1.127017
2014m8,1.124877
2014m9,.6857045
2014m10,.0701159
2014m11,-.3439128
2014m12,-.2603839
2015m1,.1968708
2015m2,.5103145
2015m3,.4969607
2015m4,.3926634
2015m5,.4027301
2015m6,.6645911
2015m7,.9409041
2015m8,1.058139
2015m9,.8640504
2015m10,.5751408
2015m11,.4837281
2015m12,.6473114
2016m1,.8830019
2016m2,.9473757
2016m3,.9497972
2016m4,1.045514
