date,cat_health_worries
2008m1,-.0126323
2008m2,-.0589514
2008m3,.021011
2008m4,.1042711
2008m5,.0728664
2008m6,-.1724483
2008m7,-.2391336
2008m8,-.0722731
2008m9,.2815629
2008m10,.5994139
2008m11,.70103
2008m12,.7328395
2009m1,.6190701
2009m2,.4161764
2009m3,.2248219
2009m4,.4033597
2009m5,.4204393
2009m6,.6490884
2009m7,.8094575
2009m8,.9385487
2009m9,1.271268
2009m10,1.811531
2009m11,1.939908
2009m12,1.862185
2010m1,1.881375
2010m2,1.834452
2010m3,1.784221
2010m4,1.818621
2010m5,1.828076
2010m6,1.756541
2010m7,1.369688
2010m8,1.103462
2010m9,1.002211
2010m10,.9645764
2010m11,1.101251
2010m12,.8927125
2011m1,.6829824
2011m2,.5423449
2011m3,.436235
2011m4,.3793348
2011m5,.3704567
2011m6,.2985286
2011m7,.3472763
2011m8,.5143975
2011m9,.6335483
2011m10,.5719164
2011m11,.4762108
2011m12,.5284634
2012m1,.7852941
2012m2,.8102756
2012m3,.4848688
2012m4,-.012765
2012m5,-.5794941
2012m6,-.9277188
2012m7,-1.068195
2012m8,-.9666339
2012m9,-.6803597
2012m10,-.3510942
2012m11,-.3148471
2012m12,-.4105522
2013m1,-.4613626
2013m2,-.3959082
2013m3,-.4204388
2013m4,-.5657696
2013m5,-.6504819
2013m6,-.6544541
2013m7,-.707206
2013m8,-.7363577
2013m9,-.6612876
2013m10,-.5267076
2013m11,-.5802924
2013m12,-.8132721
2014m1,-.962546
2014m2,-.9771728
2014m3,-.9251529
2014m4,-.8495519
2014m5,-.7103799
2014m6,-.6512261
2014m7,-.6716197
2014m8,-.7162705
2014m9,-.6313217
2014m10,-.5282831
2014m11,-.6480352
2014m12,-.8165243
2015m1,-.7201891
2015m2,-.4960743
2015m3,-.4463595
2015m4,-.7156128
2015m5,-1.093921
2015m6,-1.328479
2015m7,-1.452259
2015m8,-1.5218
2015m9,-1.507527
2015m10,-1.472452
2015m11,-1.447438
2015m12,-1.449656
2016m1,-1.403679
2016m2,-1.197065
2016m3,-.7360326
2016m4,.0390946
