date,cat_family
2011m1,-1.397503
2011m2,-1.205918
2011m3,-.7129635
2011m4,-.1192963
2011m5,.1962931
2011m6,.4264251
2011m7,.7679793
2011m8,1.008977
2011m9,1.187427
2011m10,1.357927
2011m11,1.383111
2011m12,.9302956
2012m1,.4331769
2012m2,.1703361
2012m3,.1676566
2012m4,.2728545
2012m5,-.008541
2012m6,-.4752712
2012m7,-.6523015
2012m8,-.3703272
2012m9,.031682
2012m10,.4028762
2012m11,.5539683
2012m12,.1374586
2013m1,-.3881949
2013m2,-.5120896
2013m3,-.2443016
2013m4,-.0367483
2013m5,-.0867082
2013m6,-.0712061
2013m7,.0957874
2013m8,.235751
2013m9,.2086856
2013m10,.0001405
2013m11,-.1341302
2013m12,-.3096207
2014m1,-.5300424
2014m2,-.3839948
2014m3,.0123085
2014m4,.222941
2014m5,.0681161
2014m6,-.0867758
2014m7,-.2532185
2014m8,-.5856399
2014m9,-.7742183
2014m10,-.6934022
2014m11,-.5821026
2014m12,-.5779977
2015m1,-.792601
2015m2,-1.1251
2015m3,-1.295515
2015m4,-1.374628
2015m5,-1.446791
2015m6,-.8968012
2015m7,.1194759
2015m8,.8394613
2015m9,.9679957
2015m10,.7285563
2015m11,.3759395
2015m12,.1603473
2016m1,.1518161
2016m2,.269309
2016m3,1.106867
2016m4,3.132007
