date,swb_enjoyment
2011m1,.6684864
2011m2,.4418507
2011m3,.4857468
2011m4,.6462062
2011m5,.5794917
2011m6,.1793381
2011m7,-.2971487
2011m8,-.7774108
2011m9,-.6717697
2011m10,.024031
2011m11,.6912621
2011m12,.9644589
2012m1,.8530518
2012m2,.6538251
2012m3,.5197278
2012m4,.4845282
2012m5,.744733
2012m6,1.116325
2012m7,1.274252
2012m8,.9751605
2012m9,.307331
2012m10,-.106082
2012m11,-.0875602
2012m12,.0734282
2013m1,.2357585
2013m2,.692465
2013m3,1.095736
2013m4,1.433457
2013m5,1.594862
2013m6,1.565858
2013m7,1.426319
2013m8,1.210452
2013m9,1.190399
2013m10,1.36366
2013m11,1.537967
2013m12,1.441292
2014m1,1.210724
2014m2,1.152483
2014m3,1.288056
2014m4,1.551715
2014m5,1.75408
2014m6,1.757178
2014m7,1.624779
2014m8,1.5027
2014m9,1.26541
2014m10,1.266821
2014m11,1.687049
2014m12,2.09431
2015m1,2.086661
2015m2,2.167572
2015m3,2.451244
2015m4,2.757403
2015m5,2.951382
2015m6,2.88313
2015m7,2.441348
2015m8,1.898413
2015m9,1.331505
2015m10,1.215582
2015m11,1.875968
2015m12,2.392165
2016m1,2.37634
2016m2,2.191517
2016m3,2.142816
2016m4,2.279522
