date,cat_social_progress
2011m1,-.8922809
2011m2,-.0399406
2011m3,.164611
2011m4,.0710223
2011m5,-.3258055
2011m6,-.8085254
2011m7,-1.114005
2011m8,-.8313131
2011m9,-.302168
2011m10,-.0973731
2011m11,-.249007
2011m12,-.6809173
2012m1,-.6478143
2012m2,-.0526117
2012m3,.5661808
2012m4,.8545136
2012m5,.1687731
2012m6,-.722304
2012m7,-1.063126
2012m8,-.8371868
2012m9,-.459447
2012m10,-.0400991
2012m11,-.0022699
2012m12,-.2380982
2013m1,-.3743045
2013m2,-.2196985
2013m3,-.243375
2013m4,.0233085
2013m5,-.0373578
2013m6,-.2797227
2013m7,-.6115375
2013m8,-.3618139
2013m9,.2881473
2013m10,.7259082
2013m11,.6321211
2013m12,.2232796
2014m1,.3720005
2014m2,.4573202
2014m3,.5757808
2014m4,.3846815
2014m5,-.1450733
2014m6,-.6349261
2014m7,-.988498
2014m8,-.8649247
2014m9,-.1044951
2014m10,.4049951
2014m11,.391292
2014m12,.2304973
2015m1,.4022425
2015m2,.8585387
2015m3,1.033797
2015m4,.7942124
2015m5,.179032
2015m6,-.4174023
2015m7,-.6760167
2015m8,-.5101874
2015m9,.1658055
2015m10,.4914909
2015m11,.5896901
2015m12,.417037
2016m1,.6509711
2016m2,1.01159
2016m3,1.165801
2016m4,1.578985
