date,cat_social_progress
2011m1,-.3572456
2011m2,-.2601518
2011m3,-.3036788
2011m4,-.515184
2011m5,-.7665698
2011m6,-1.21884
2011m7,-1.509227
2011m8,-1.401011
2011m9,-.8801644
2011m10,-.4704494
2011m11,-.4830781
2011m12,-.7106142
2012m1,-.6721854
2012m2,-.4444052
2012m3,-.4036897
2012m4,-.4385422
2012m5,-.5484478
2012m6,-.9517459
2012m7,-1.304302
2012m8,-1.217168
2012m9,-.7736033
2012m10,-.4410918
2012m11,-.4603755
2012m12,-.5526394
2013m1,-.2908325
2013m2,-.0901761
2013m3,.0303778
2013m4,-.0473157
2013m5,-.351275
2013m6,-.8276114
2013m7,-1.154542
2013m8,-1.056275
2013m9,-.5392097
2013m10,-.0243761
2013m11,.0594807
2013m12,-.0148731
2014m1,.1473876
2014m2,.4029068
2014m3,.6662233
2014m4,.8815347
2014m5,.7147987
2014m6,.1217023
2014m7,-.3808271
2014m8,-.3844872
2014m9,.0189979
2014m10,.4544615
2014m11,.6640786
2014m12,.7608215
2015m1,1.074154
2015m2,1.420169
2015m3,1.497723
2015m4,1.300397
2015m5,1.006787
2015m6,.5364628
2015m7,.076957
2015m8,-.021585
2015m9,.4053467
2015m10,.8423275
2015m11,1.006426
2015m12,1.189749
2016m1,1.644749
2016m2,1.97829
2016m3,1.888619
2016m4,1.476868
