region,date,travail
Poitou-Charentes,2013m1,1.7676985
Poitou-Charentes,2013m2,.22552812
Poitou-Charentes,2013m3,1.79074
Poitou-Charentes,2013m4,.75926632
Poitou-Charentes,2013m5,.17913073
Poitou-Charentes,2013m6,.31384373
Poitou-Charentes,2013m7,-.56783515
Poitou-Charentes,2013m8,-1.1966089
Poitou-Charentes,2013m9,1.1580466
Poitou-Charentes,2013m10,.78660804
Poitou-Charentes,2013m11,1.0803213
Poitou-Charentes,2013m12,-.75565416
Poitou-Charentes,2014m1,.24411842
Poitou-Charentes,2014m2,.38946083
Poitou-Charentes,2014m3,.31129757
Poitou-Charentes,2014m4,-.068763256
Poitou-Charentes,2014m5,.43766385
Poitou-Charentes,2014m6,-.084113881
Poitou-Charentes,2014m7,-.86786574
Poitou-Charentes,2014m8,-1.079438
Poitou-Charentes,2014m9,1.1461185
Poitou-Charentes,2014m10,.518094
Poitou-Charentes,2014m11,-.43244961
Poitou-Charentes,2014m12,-1.1509101
Poitou-Charentes,2015m1,1.4011136
Poitou-Charentes,2015m2,1.5393311
Poitou-Charentes,2015m3,1.0923805
Poitou-Charentes,2015m4,.33376196
Poitou-Charentes,2015m5,.30998856
Poitou-Charentes,2015m6,.39659712
Poitou-Charentes,2015m7,-.71034217
Poitou-Charentes,2015m8,-1.0285665
Poitou-Charentes,2015m9,.85057771
Poitou-Charentes,2015m10,-.54876453
Poitou-Charentes,2015m11,-.16493864
Poitou-Charentes,2015m12,-1.0633897
Poitou-Charentes,2016m1,.16167109
Poitou-Charentes,2016m2,.78823733
Poitou-Charentes,2016m3,.73992741
Poitou-Charentes,2016m4,-.4838354
Poitou-Charentes,2016m5,-.60282087
Poitou-Charentes,2016m6,-.53528875
Poitou-Charentes,2016m7,-1.3921169
Poitou-Charentes,2016m8,-1.7067478
Poitou-Charentes,2016m9,.66093647
Poitou-Charentes,2016m10,-.97391093
Poitou-Charentes,2016m11,-.77604091
Poitou-Charentes,2016m12,-1.3722967
Poitou-Charentes,2017m1,-.32931161
Poitou-Charentes,2017m2,-.45317662
Poitou-Charentes,2017m3,-.33801934
