date,swb_stress
2008m1,-.5965095
2008m2,-.330241
2008m3,-.1157699
2008m4,-.2408585
2008m5,-.4901384
2008m6,-.5686486
2008m7,-.4450704
2008m8,-.0602536
2008m9,.5195946
2008m10,.9009651
2008m11,1.061932
2008m12,1.303195
2009m1,1.473892
2009m2,1.716462
2009m3,1.775274
2009m4,1.6513
2009m5,1.327051
2009m6,1.172914
2009m7,1.210665
2009m8,1.650924
2009m9,2.547685
2009m10,3.375014
2009m11,3.607075
2009m12,3.278984
2010m1,2.498417
2010m2,1.96531
2010m3,1.75151
2010m4,1.867147
2010m5,1.861561
2010m6,1.913658
2010m7,2.160968
2010m8,2.549522
2010m9,2.819485
2010m10,2.801982
2010m11,2.249407
2010m12,1.31422
2011m1,.4282024
2011m2,.1680203
2011m3,.2966246
2011m4,.4758095
2011m5,.4841299
2011m6,.5285407
2011m7,.6880432
2011m8,1.231027
2011m9,1.786699
2011m10,2.130414
2011m11,1.909446
2011m12,1.541418
2012m1,1.130489
2012m2,.9005622
2012m3,.7827597
2012m4,.6495771
2012m5,.4280536
2012m6,.2645704
2012m7,.4638955
2012m8,1.173652
2012m9,1.88835
2012m10,2.21475
2012m11,1.888883
2012m12,1.624528
2013m1,1.332563
2013m2,1.057606
2013m3,.8836467
2013m4,.640002
2013m5,.4408794
2013m6,.4515322
2013m7,.7190744
2013m8,1.023372
2013m9,1.518968
2013m10,1.838648
2013m11,1.608336
2013m12,1.223003
2014m1,.8736152
2014m2,.8150648
2014m3,1.006062
2014m4,1.244879
2014m5,1.063785
2014m6,.9945559
2014m7,1.073554
2014m8,1.36058
2014m9,1.614472
2014m10,1.75228
2014m11,1.712666
2014m12,1.4667
2015m1,1.37448
2015m2,1.590412
2015m3,1.780007
2015m4,1.553361
2015m5,1.059133
2015m6,.8502412
2015m7,1.126598
2015m8,1.788867
2015m9,2.373014
2015m10,2.476219
2015m11,2.180377
2015m12,1.823566
2016m1,1.377096
2016m2,1.225131
2016m3,1.545056
2016m4,1.970879
