region,date,housing
Pays de la Loire,2013m1,-.184906816482544
Pays de la Loire,2013m2,.2601731911301613
Pays de la Loire,2013m3,-.0648574270308018
Pays de la Loire,2013m4,-.332807731628418
Pays de la Loire,2013m5,-.4180457711219788
Pays de la Loire,2013m6,-.3630696550011635
Pays de la Loire,2013m7,-.12495496571064
Pays de la Loire,2013m8,.3222678802907467
Pays de la Loire,2013m9,-.1717700239270926
Pays de la Loire,2013m10,-.8034226894378662
Pays de la Loire,2013m11,-.828945541381836
Pays de la Loire,2013m12,-1.520016407966614
Pays de la Loire,2014m1,-.5364717543125153
Pays de la Loire,2014m2,-.5256212711334228
Pays de la Loire,2014m3,-.2305777862668038
Pays de la Loire,2014m4,-.5907046973705292
Pays de la Loire,2014m5,-.4704940229654312
Pays de la Loire,2014m6,-.5186339363455772
Pays de la Loire,2014m7,.4578373849391937
Pays de la Loire,2014m8,.4104093372821808
Pays de la Loire,2014m9,-.2600452646613121
Pays de la Loire,2014m10,-.6152279675006866
Pays de la Loire,2014m11,-.8620682923123241
Pays de la Loire,2014m12,-1.32021136879921
Pays de la Loire,2015m1,-.6396995484828949
Pays de la Loire,2015m2,.7628280222415924
Pays de la Loire,2015m3,.2940706610679626
Pays de la Loire,2015m4,-.0874538943171501
Pays de la Loire,2015m5,-.0056454002857208
Pays de la Loire,2015m6,-.1035144805908203
Pays de la Loire,2015m7,.6530880928039551
Pays de la Loire,2015m8,.7341347873210907
Pays de la Loire,2015m9,-.0355134516954422
Pays de la Loire,2015m10,-.7680910706520081
Pays de la Loire,2015m11,-1.163021862506866
Pays de la Loire,2015m12,-1.405062198638916
Pays de la Loire,2016m1,-.0395649375393987
Pays de la Loire,2016m2,.3379020646214485
Pays de la Loire,2016m3,.0249844282865524
Pays de la Loire,2016m4,.4193567186594009
Pays de la Loire,2016m5,-.1603892609477043
Pays de la Loire,2016m6,
