date,cat_financial_security
2011m1,.866245
2011m2,.5390562
2011m3,.2947016
2011m4,-.1505805
2011m5,-.3744861
2011m6,-.3282087
2011m7,-.2015905
2011m8,-.5454875
2011m9,-1.221021
2011m10,-1.394709
2011m11,-1.038075
2011m12,-.4340847
2012m1,.1116895
2012m2,.2745866
2012m3,.0498158
2012m4,-.5063686
2012m5,-1.141432
2012m6,-1.354051
2012m7,-1.04782
2012m8,-.6911129
2012m9,-.6500731
2012m10,-.6920325
2012m11,-.754668
2012m12,-.4856891
2013m1,.0128849
2013m2,-.0484886
2013m3,-.1286752
2013m4,-.1146774
2013m5,-.2510526
2013m6,-.4391902
2013m7,-.3749341
2013m8,-.1667809
2013m9,-.0781856
2013m10,-.1761128
2013m11,-.4872965
2013m12,-.5501237
2014m1,-.273369
2014m2,.0124912
2014m3,-.0930267
2014m4,-.3944517
2014m5,-.5853927
2014m6,-.3025396
2014m7,.0201315
2014m8,.1870178
2014m9,.274828
2014m10,.3554226
2014m11,.146824
2014m12,.1333328
2015m1,.6308956
2015m2,.903069
2015m3,.9909773
2015m4,.9326988
2015m5,.5617678
2015m6,.6799194
2015m7,.7694983
2015m8,.4642092
2015m9,.1060414
2015m10,.1455849
2015m11,.3505439
2015m12,1.039438
2016m1,1.95251
2016m2,2.102139
2016m3,1.724524
2016m4,.8429427
