date,swb_sadness
2011m1,.1555198
2011m2,.4608926
2011m3,.29175
2011m4,-.0058913
2011m5,-.3502818
2011m6,-.722479
2011m7,-.9025047
2011m8,-.7085447
2011m9,-.1970727
2011m10,.2114566
2011m11,.4863542
2011m12,.3031305
2012m1,-.1612544
2012m2,-.3484555
2012m3,-.6835634
2012m4,-1.043484
2012m5,-1.368635
2012m6,-1.583091
2012m7,-1.56247
2012m8,-1.159615
2012m9,-.5661568
2012m10,.2139271
2012m11,1.010159
2012m12,1.297298
2013m1,.8172332
2013m2,.0671428
2013m3,-.6603525
2013m4,-1.173356
2013m5,-1.592552
2013m6,-1.828286
2013m7,-1.705718
2013m8,-.9740971
2013m9,-.2168321
2013m10,.2323709
2013m11,.5995972
2013m12,.4467441
2014m1,-.0726382
2014m2,-.4400034
2014m3,-.7364838
2014m4,-1.079547
2014m5,-1.370206
2014m6,-1.29071
2014m7,-1.158255
2014m8,-.7522139
2014m9,-.4178321
2014m10,-.0378802
2014m11,.1931036
2014m12,-.0040595
2015m1,-.570812
2015m2,-1.08222
2015m3,-1.43737
2015m4,-1.563218
2015m5,-1.755491
2015m6,-2.010876
2015m7,-1.875723
2015m8,-1.045592
2015m9,-.1087041
2015m10,.4642029
2015m11,.7670476
2015m12,.5747808
2016m1,-.0786206
2016m2,-.7888501
2016m3,-1.166556
2016m4,-1.312017
