date,swb_stress
2011m1,-1.306301
2011m2,-.5976353
2011m3,-.386524
2011m4,-.4468407
2011m5,-.5191345
2011m6,-.2407896
2011m7,.2748671
2011m8,.9320457
2011m9,1.163619
2011m10,.8937306
2011m11,.4213763
2011m12,.2519449
2012m1,.3031927
2012m2,.222329
2012m3,.1284506
2012m4,-.0350952
2012m5,-.4289109
2012m6,-.8187941
2012m7,-.8627211
2012m8,-.5550223
2012m9,-.0643186
2012m10,.3059986
2012m11,.3049824
2012m12,-.2325332
2013m1,-.7971538
2013m2,-1.206857
2013m3,-1.469728
2013m4,-1.541833
2013m5,-1.507743
2013m6,-1.507173
2013m7,-1.484285
2013m8,-1.425283
2013m9,-1.258528
2013m10,-1.266416
2013m11,-1.524773
2013m12,-1.584422
2014m1,-1.601807
2014m2,-1.785771
2014m3,-2.017774
2014m4,-2.18352
2014m5,-2.258529
2014m6,-2.201709
2014m7,-1.882354
2014m8,-1.499404
2014m9,-1.18969
2014m10,-1.139149
2014m11,-1.431471
2014m12,-1.624174
2015m1,-1.577937
2015m2,-1.545262
2015m3,-1.588052
2015m4,-1.819809
2015m5,-2.04613
2015m6,-2.11254
2015m7,-1.989459
2015m8,-1.635043
2015m9,-1.236654
2015m10,-1.068033
2015m11,-1.296277
2015m12,-1.61101
2016m1,-1.851536
2016m2,-1.904773
2016m3,-2.131838
2016m4,-2.523507
