date,swb_anger
2011m1,-.4395421
2011m2,-.3493181
2011m3,-.3913591
2011m4,-.5250663
2011m5,-.2997061
2011m6,.1779763
2011m7,.8710184
2011m8,1.508566
2011m9,1.35047
2011m10,.76467
2011m11,.1101662
2011m12,-.436866
2012m1,-.6755038
2012m2,-.489777
2012m3,-.2463625
2012m4,.0821398
2012m5,.4511582
2012m6,.6385843
2012m7,.6717556
2012m8,.9468457
2012m9,.8433306
2012m10,.3478374
2012m11,-.2505291
2012m12,-.3946539
2013m1,-.3156254
2013m2,-.06506
2013m3,.2625374
2013m4,.5772832
2013m5,.7335736
2013m6,.6674593
2013m7,.8081914
2013m8,1.390081
2013m9,1.489629
2013m10,1.153164
2013m11,.7228283
2013m12,.3275262
2014m1,.1820579
2014m2,.1595054
2014m3,.1546728
2014m4,.2926308
2014m5,.7002361
2014m6,1.112875
2014m7,1.427145
2014m8,1.900898
2014m9,1.920129
2014m10,1.575332
2014m11,1.187234
2014m12,.8979717
2015m1,.5938051
2015m2,.4201333
2015m3,.437318
2015m4,.7964727
2015m5,1.144172
2015m6,1.155789
2015m7,1.235032
2015m8,1.918214
2015m9,2.242447
2015m10,2.132262
2015m11,1.610539
2015m12,.8896603
2016m1,.2515659
2016m2,-.1081195
2016m3,-.6645646
2016m4,-1.509526
