date,swb_enjoyment
2008m1,-.3140087
2008m2,.3316634
2008m3,.7198211
2008m4,1.08099
2008m5,1.313005
2008m6,1.195424
2008m7,.879988
2008m8,.5902855
2008m9,.2011276
2008m10,-.0544993
2008m11,-.4293569
2008m12,-.9552032
2009m1,-1.632364
2009m2,-1.653595
2009m3,-1.137334
2009m4,-.5547549
2009m5,-.3396862
2009m6,-.3567749
2009m7,-.4226794
2009m8,-.6625646
2009m9,-.8115623
2009m10,-.5579724
2009m11,-.1513555
2009m12,.2529052
2010m1,.3022307
2010m2,.3987605
2010m3,.6290738
2010m4,1.015789
2010m5,1.26171
2010m6,1.020809
2010m7,.4988927
2010m8,.0740089
2010m9,-.1108959
2010m10,.0773712
2010m11,.1701769
2010m12,.3456703
2011m1,.4626686
2011m2,.6608688
2011m3,.8411135
2011m4,.9547194
2011m5,1.021303
2011m6,.8615083
2011m7,.6761909
2011m8,.4957855
2011m9,.4387728
2011m10,.6326204
2011m11,.8546357
2011m12,.8270952
2012m1,.7611523
2012m2,.9361249
2012m3,1.097215
2012m4,1.188502
2012m5,1.379123
2012m6,1.527228
2012m7,1.567813
2012m8,1.392563
2012m9,1.187385
2012m10,.9702551
2012m11,.7621479
2012m12,.6396242
2013m1,.5858549
2013m2,.8239202
2013m3,1.243818
2013m4,1.522765
2013m5,1.585362
2013m6,1.543191
2013m7,1.38878
2013m8,1.216747
2013m9,1.145245
2013m10,1.1398
2013m11,1.140626
2013m12,1.113406
2014m1,1.134883
2014m2,1.514758
2014m3,1.904658
2014m4,2.258604
2014m5,2.409145
2014m6,2.252728
2014m7,1.980391
2014m8,1.714294
2014m9,1.637741
2014m10,1.666489
2014m11,1.738689
2014m12,1.75829
2015m1,1.682781
2015m2,1.807689
2015m3,2.091099
2015m4,2.433527
2015m5,2.555404
2015m6,2.400822
2015m7,2.038777
2015m8,1.662752
2015m9,1.521467
2015m10,1.611078
2015m11,1.760792
2015m12,1.819445
2016m1,1.883903
2016m2,2.03372
2016m3,2.195307
2016m4,2.448779
