date,cat_financial_security
2011m1,-.8183673
2011m2,-.9301447
2011m3,-.8635661
2011m4,-.8653489
2011m5,-1.036913
2011m6,-.8625261
2011m7,-.5661358
2011m8,-.6141163
2011m9,-.9112203
2011m10,-1.165506
2011m11,-1.272133
2011m12,-1.113339
2012m1,-.7208607
2012m2,-.3946076
2012m3,-.2291318
2012m4,-.3166997
2012m5,-.5393726
2012m6,-.9104767
2012m7,-1.065965
2012m8,-.9700834
2012m9,-.9665933
2012m10,-.9620526
2012m11,-.6833469
2012m12,-.1920917
2013m1,.2656386
2013m2,.3301332
2013m3,.2311995
2013m4,.048323
2013m5,-.2432093
2013m6,-.4241522
2013m7,-.637562
2013m8,-.7827854
2013m9,-.5789609
2013m10,-.2886415
2013m11,-.4183038
2013m12,-.5359702
2014m1,-.2761972
2014m2,-.1019625
2014m3,.1465454
2014m4,.2127664
2014m5,.1595638
2014m6,.575742
2014m7,.8028452
2014m8,.737537
2014m9,.4891106
2014m10,.2128404
2014m11,.2394302
2014m12,.5076928
2015m1,.9527295
2015m2,1.252345
2015m3,1.262427
2015m4,.9890835
2015m5,.8315426
2015m6,1.265982
2015m7,1.352862
2015m8,1.099782
2015m9,.8141196
2015m10,.7536533
2015m11,.7021086
2015m12,.8549407
2016m1,1.212574
2016m2,1.430267
2016m3,1.596799
2016m4,1.927761
