date,swb_learn
2011m1,.4001567
2011m2,-.3117613
2011m3,-.4855578
2011m4,-.0784808
2011m5,.5068188
2011m6,.5268488
2011m7,.5617191
2011m8,.5658298
2011m9,.5345284
2011m10,.3560346
2011m11,-.1457326
2011m12,-.7755454
2012m1,-.8641459
2012m2,-.4416952
2012m3,.1625382
2012m4,.7889891
2012m5,1.245859
2012m6,1.672539
2012m7,1.605118
2012m8,1.110844
2012m9,.8018542
2012m10,.6022404
2012m11,.4810722
2012m12,.344563
2013m1,.1798058
2013m2,-.0680626
2013m3,-.0042866
2013m4,.4576369
2013m5,.422854
2013m6,.0032199
2013m7,-.5308716
2013m8,-.8387398
2013m9,-.9623424
2013m10,-1.056653
2013m11,-1.220248
2013m12,-1.264132
2014m1,-1.166218
2014m2,-1.016673
2014m3,-.7659515
2014m4,-.5285056
2014m5,-.6191956
2014m6,-.7444277
2014m7,-.9690629
2014m8,-1.242415
2014m9,-1.595816
2014m10,-1.775831
2014m11,-1.90866
2014m12,-1.572497
2015m1,-1.035868
2015m2,-.6833597
2015m3,-.2567746
2015m4,-.1845379
2015m5,-.3635319
2015m6,-.4821103
2015m7,-.4696764
2015m8,-.3504625
2015m9,-.4265111
2015m10,-.8784318
2015m11,-1.343938
2015m12,-1.519855
2016m1,-1.26069
2016m2,-.9692494
2016m3,-.5250994
2016m4,-.0231733
