date,swb_respect
2011m1,.6567263
2011m2,.4447662
2011m3,.3316759
2011m4,.3947535
2011m5,.3700506
2011m6,.3744768
2011m7,.4106994
2011m8,.0551799
2011m9,.3709081
2011m10,.8596497
2011m11,1.111224
2011m12,.7907495
2012m1,.2056443
2012m2,-.3706203
2012m3,-.6885096
2012m4,-.7082427
2012m5,-.6336329
2012m6,-.5023301
2012m7,-.205322
2012m8,.001085
2012m9,.3320078
2012m10,1.006712
2012m11,1.229461
2012m12,.9646314
2013m1,.7078744
2013m2,.2729418
2013m3,-.1648294
2013m4,-.6112912
2013m5,-1.050459
2013m6,-1.058539
2013m7,-.5459555
2013m8,-.1069013
2013m9,-.0259708
2013m10,.4313528
2013m11,1.021155
2013m12,1.463867
2014m1,1.50835
2014m2,1.269886
2014m3,1.060248
2014m4,.7687042
2014m5,.3937243
2014m6,.29209
2014m7,.4032226
2014m8,.4355993
2014m9,.7653724
2014m10,1.174377
2014m11,1.512688
2014m12,1.323423
2015m1,.9758566
2015m2,.6364318
2015m3,.3528215
2015m4,.0881395
2015m5,.2796779
2015m6,.7973318
2015m7,.906925
2015m8,.5255178
2015m9,.5134023
2015m10,1.152859
2015m11,1.84296
2015m12,2.307864
2016m1,2.178069
2016m2,1.841459
2016m3,1.489137
2016m4,1.014115
