date,cat_personal_security
2011m1,-.3866222
2011m2,-.1629743
2011m3,-.1234457
2011m4,-.1801724
2011m5,-.3847684
2011m6,-.6984384
2011m7,-.9391789
2011m8,-.9209496
2011m9,-.6858644
2011m10,-.3725077
2011m11,-.1661502
2011m12,-.3087237
2012m1,-.4059699
2012m2,-.2481666
2012m3,-.0248925
2012m4,.0080069
2012m5,-.1452817
2012m6,-.3575205
2012m7,-.2888667
2012m8,-.2740892
2012m9,-.0385115
2012m10,.5095878
2012m11,1.521618
2012m12,2.610012
2013m1,2.560406
2013m2,1.720456
2013m3,1.032946
2013m4,.7315545
2013m5,.1479166
2013m6,-.4427917
2013m7,-.5765212
2013m8,-.4619718
2013m9,-.2794841
2013m10,-.187838
2013m11,-.1493274
2013m12,-.3068323
2014m1,-.4752762
2014m2,-.5941021
2014m3,-.664785
2014m4,-.6334235
2014m5,-.7010884
2014m6,-.9188121
2014m7,-.8720217
2014m8,-.6266895
2014m9,-.2514934
2014m10,-.0348178
2014m11,-.037031
2014m12,-.1537858
2015m1,-.1835987
2015m2,-.3382443
2015m3,-.417966
2015m4,-.3838035
2015m5,-.3189914
2015m6,-.2843614
2015m7,-.4702798
2015m8,-.5121703
2015m9,-.1071878
2015m10,.7593693
2015m11,1.622463
2015m12,1.62433
2016m1,1.12141
2016m2,.7419024
2016m3,.7914083
2016m4,.9944021
