date,swb_laugh
2008m1,.357303
2008m2,.2844529
2008m3,.255307
2008m4,.1054259
2008m5,-.0656759
2008m6,-.1675799
2008m7,-.3490458
2008m8,-.6574557
2008m9,-1.0391
2008m10,-1.32374
2008m11,-1.716832
2008m12,-2.056362
2009m1,-2.420227
2009m2,-2.542297
2009m3,-2.41455
2009m4,-1.845686
2009m5,-1.127182
2009m6,-.6992025
2009m7,-.7560553
2009m8,-.7909399
2009m9,-1.021719
2009m10,-.8418038
2009m11,-.9078556
2009m12,-.8353603
2010m1,-.9880388
2010m2,-.9040967
2010m3,-.4299624
2010m4,.0924899
2010m5,.4803916
2010m6,.0890054
2010m7,-.6568784
2010m8,-1.038513
2010m9,-.9123147
2010m10,-.6345586
2010m11,-.5149482
2010m12,-.5955182
2011m1,-.2367033
2011m2,.2099523
2011m3,.4128843
2011m4,.682772
2011m5,.8281959
2011m6,.8069131
2011m7,.7799343
2011m8,.5395896
2011m9,.5500187
2011m10,.6777773
2011m11,.9576501
2011m12,.9778508
2012m1,.8394333
2012m2,.9259238
2012m3,1.205682
2012m4,1.387341
2012m5,1.552395
2012m6,1.334453
2012m7,1.080108
2012m8,.7505298
2012m9,.317223
2012m10,.1513298
2012m11,.1922306
2012m12,.1550674
2013m1,.1929879
2013m2,.401844
2013m3,.716156
2013m4,1.000184
2013m5,1.220588
2013m6,1.287716
2013m7,1.011906
2013m8,.5575725
2013m9,.2664724
2013m10,.1871831
2013m11,.1895758
2013m12,.0226621
2014m1,-.2722341
2014m2,-.2211613
2014m3,-.0447172
2014m4,.1128704
2014m5,.245497
2014m6,.210001
2014m7,-.1837423
2014m8,-.7553712
2014m9,-1.043198
2014m10,-.8395259
2014m11,-.4793165
2014m12,-.3525213
2015m1,-.5250062
2015m2,-.7115066
2015m3,-.8383182
2015m4,-.5512987
2015m5,-.2062047
2015m6,-.0993242
2015m7,-.0390744
2015m8,-.0476093
2015m9,-.1477711
2015m10,-.2752937
2015m11,-.2175856
2015m12,.0206279
2016m1,.1451567
2016m2,.2044804
2016m3,.2044539
2016m4,.2760205
