region,date,valeurs_république
Basse-Normandie,2013m1,-1.0458144
Basse-Normandie,2013m2,-.45097598
Basse-Normandie,2013m3,-.41301084
Basse-Normandie,2013m4,-.40049115
Basse-Normandie,2013m5,-.42766756
Basse-Normandie,2013m6,-.49498889
Basse-Normandie,2013m7,-1.2678462
Basse-Normandie,2013m8,-1.0606928
Basse-Normandie,2013m9,.23044004
Basse-Normandie,2013m10,-.15071568
Basse-Normandie,2013m11,.12866522
Basse-Normandie,2013m12,-.79978865
Basse-Normandie,2014m1,.12055675
Basse-Normandie,2014m2,.77973133
Basse-Normandie,2014m3,-.31992126
Basse-Normandie,2014m4,-.16738038
Basse-Normandie,2014m5,-.44196886
Basse-Normandie,2014m6,-.77654141
Basse-Normandie,2014m7,-.75834775
Basse-Normandie,2014m8,-1.1930339
Basse-Normandie,2014m9,-.28366423
Basse-Normandie,2014m10,-.18199793
Basse-Normandie,2014m11,-.026694657
Basse-Normandie,2014m12,-.51097363
Basse-Normandie,2015m1,.97490162
Basse-Normandie,2015m2,.095673271
Basse-Normandie,2015m3,.22147506
Basse-Normandie,2015m4,.51693767
Basse-Normandie,2015m5,.1919221
Basse-Normandie,2015m6,-.16177261
Basse-Normandie,2015m7,-.37702131
Basse-Normandie,2015m8,-.32571492
Basse-Normandie,2015m9,.28602538
Basse-Normandie,2015m10,.49610385
Basse-Normandie,2015m11,.75650251
Basse-Normandie,2015m12,.86474454
Basse-Normandie,2016m1,.67796534
Basse-Normandie,2016m2,.18703888
Basse-Normandie,2016m3,.014395963
Basse-Normandie,2016m4,.47718909
Basse-Normandie,2016m5,.63428074
Basse-Normandie,2016m6,.40126139
Basse-Normandie,2016m7,-.11722124
Basse-Normandie,2016m8,.15955739
Basse-Normandie,2016m9,.65404409
Basse-Normandie,2016m10,.88384032
Basse-Normandie,2016m11,.72832114
Basse-Normandie,2016m12,.13148859
Basse-Normandie,2017m1,.74352825
Basse-Normandie,2017m2,.2043283
Basse-Normandie,2017m3,.72722769
