date,swb_job_satisfaction
2011m1,2.07065
2011m2,.8017003
2011m3,-.0824593
2011m4,-.3772916
2011m5,-.3783291
2011m6,-.3670942
2011m7,-.1556499
2011m8,-.0598577
2011m9,.12847
2011m10,.3286147
2011m11,.1474763
2011m12,-.1727979
2012m1,-.2803501
2012m2,-.3139286
2012m3,-.4760442
2012m4,-.5355968
2012m5,-.6160488
2012m6,-.5082058
2012m7,-.3719351
2012m8,-.3740132
2012m9,-.0419002
2012m10,.31577
2012m11,.3514911
2012m12,.0905201
2013m1,-.209915
2013m2,-.614042
2013m3,-.7924182
2013m4,-.9035882
2013m5,-1.252067
2013m6,-1.480868
2013m7,-1.578209
2013m8,-1.36499
2013m9,-.8878351
2013m10,-.6039352
2013m11,-.5095993
2013m12,-.3448596
2014m1,-.2263459
2014m2,-.1994248
2014m3,-.5297462
2014m4,-1.007376
2014m5,-1.573896
2014m6,-1.673265
2014m7,-1.705015
2014m8,-1.819729
2014m9,-2.14887
2014m10,-2.211825
2014m11,-1.945121
2014m12,-1.353256
2015m1,-.9366609
2015m2,-1.059053
2015m3,-1.277259
2015m4,-1.495698
2015m5,-1.521922
2015m6,-1.26822
2015m7,-.7930165
2015m8,-.5462832
2015m9,-.7792627
2015m10,-1.532061
2015m11,-1.960677
2015m12,-1.747155
2016m1,-1.283734
2016m2,-1.396584
2016m3,-1.757615
2016m4,-2.425109
