health_conditions_f
-1.318495
2.167701
.4918739
1.40262
1.02478
1.097067
.7348811
-1.581158
-.7215192
1.704078
.3595251
-.0727879
-1.274344
.4574654
2.773387
.688661
-1.044678
-.2508891
-1.348844
-.7055491
.4740307
1.148371
1.270478
-.8143898
-.9784515
.7878621
.5572062
.0712283
-.5813887
-.8310016
-.6577567
-1.864894
-2.202837
.4571266
.5648228
-1.284375
-.1558792
-.257621
.2608713
.4637216
-.3770944
-.1873025
.137212
-.7452194
-.3918954
1.461073
-.3931336
-.3792705
-.8451751
1.105813
-.3598243
.6377004
-.2126996
.1199698
-.6498401
-.5473063
.6160946
