date,cat_education
2008m1,.429821
2008m2,.6402292
2008m3,.6437951
2008m4,.4490001
2008m5,.148055
2008m6,-.0912616
2008m7,-.0398873
2008m8,.2644122
2008m9,.6886479
2008m10,.7389881
2008m11,.5321917
2008m12,.4289238
2009m1,.5773315
2009m2,.7019883
2009m3,.6054839
2009m4,.3362645
2009m5,.0504668
2009m6,-.1869935
2009m7,-.1601213
2009m8,.3659028
2009m9,1.228802
2009m10,1.887617
2009m11,2.124129
2009m12,2.024785
2010m1,2.153075
2010m2,2.269369
2010m3,2.264436
2010m4,2.063392
2010m5,1.61943
2010m6,1.043266
2010m7,.7195351
2010m8,.93935
2010m9,1.403316
2010m10,1.447075
2010m11,1.173717
2010m12,.7654687
2011m1,.5432075
2011m2,.4564023
2011m3,.3954083
2011m4,.2571923
2011m5,.0780886
2011m6,-.2143235
2011m7,-.379608
2011m8,-.1629039
2011m9,.2597635
2011m10,.3519295
2011m11,.0162295
2011m12,-.3648252
2012m1,-.2700911
2012m2,-.0400232
2012m3,-.0301976
2012m4,-.277024
2012m5,-.5906727
2012m6,-.8178206
2012m7,-.7436352
2012m8,-.3521519
2012m9,.1073917
2012m10,.1714432
2012m11,-.0979868
2012m12,-.4726449
2013m1,-.5789157
2013m2,-.4138295
2013m3,-.2347769
2013m4,-.2967122
2013m5,-.6360336
2013m6,-1.136431
2013m7,-1.391598
2013m8,-1.22698
2013m9,-.8682585
2013m10,-.7025131
2013m11,-.7553306
2013m12,-.8620008
2014m1,-.8063439
2014m2,-.7369764
2014m3,-.8406847
2014m4,-1.049167
2014m5,-1.310718
2014m6,-1.56168
2014m7,-1.527799
2014m8,-1.099222
2014m9,-.5667052
2014m10,-.3674295
2014m11,-.4646664
2014m12,-.6037155
2015m1,-.537308
2015m2,-.424152
2015m3,-.4526158
2015m4,-.6513003
2015m5,-.9510417
2015m6,-1.216554
2015m7,-1.232273
2015m8,-.8664861
2015m9,-.4025701
2015m10,-.3031927
2015m11,-.4639861
2015m12,-.6784607
2016m1,-.6235035
2016m2,-.4743389
2016m3,-.3901303
2016m4,-.3667477
