date,swb_enjoyment
2008m1,-.7372189
2008m2,-.5555804
2008m3,-.3907661
2008m4,-.1074369
2008m5,-.1502556
2008m6,-.3938765
2008m7,-.6000053
2008m8,-.7510092
2008m9,-1.072447
2008m10,-1.435196
2008m11,-1.657105
2008m12,-1.982397
2009m1,-2.648321
2009m2,-2.533505
2009m3,-1.959138
2009m4,-.9530623
2009m5,-.0219406
2009m6,.2075085
2009m7,.1843858
2009m8,-.1404299
2009m9,-.6411926
2009m10,-.9645721
2009m11,-1.250198
2009m12,-1.333777
2010m1,-1.374758
2010m2,-1.394397
2010m3,-1.552995
2010m4,-1.347527
2010m5,-1.098844
2010m6,-.873114
2010m7,-.2895825
2010m8,.0714441
2010m9,-.4825158
2010m10,-1.058399
2010m11,-1.028603
2010m12,-.8092915
2011m1,-.693011
2011m2,-.71983
2011m3,-.7830138
2011m4,-.4201617
2011m5,.1483175
2011m6,.3284744
2011m7,-.2486941
2011m8,-.8666211
2011m9,-1.077364
2011m10,-.9493905
2011m11,-.6659246
2011m12,-.1663262
2012m1,.1492343
2012m2,.1247481
2012m3,.2966211
2012m4,.533874
2012m5,.8076875
2012m6,.7329618
2012m7,.188822
2012m8,-.599151
2012m9,-.9247586
2012m10,-.8637491
2012m11,-.6432318
2012m12,-.5107201
2013m1,-.1697916
2013m2,.2842245
2013m3,.5418024
2013m4,.6929391
2013m5,.8303352
2013m6,.9044447
2013m7,.6672659
2013m8,.0411767
2013m9,-.3029858
2013m10,-.2673186
2013m11,-.1372287
2013m12,-.0681995
2014m1,-.0683863
2014m2,-.0509202
2014m3,.1494656
2014m4,.3698381
2014m5,.6154142
2014m6,.695958
2014m7,.6270832
2014m8,.4883908
2014m9,.2341791
2014m10,.2584109
2014m11,.3422109
2014m12,.1126235
2015m1,-.2892544
2015m2,-.5306959
2015m3,-.4069606
2015m4,.1271027
2015m5,.8017165
2015m6,1.155628
2015m7,.6196915
2015m8,-.0064704
2015m9,-.3079159
2015m10,-.1171219
2015m11,.0932197
2015m12,.3150448
2016m1,.4261688
2016m2,.5426487
2016m3,.4756478
2016m4,.2151644
