date,cat_health_worries
2008m1,-1.433648
2008m2,-1.403202
2008m3,-1.481352
2008m4,-1.668438
2008m5,-1.618204
2008m6,-1.357487
2008m7,-1.166902
2008m8,-1.172718
2008m9,-1.091087
2008m10,-.870915
2008m11,-.9497322
2008m12,-.9806871
2009m1,-.7274752
2009m2,-.3490702
2009m3,-.3714422
2009m4,-.6041574
2009m5,-.5175384
2009m6,-.1406063
2009m7,.1773512
2009m8,.436661
2009m9,.600922
2009m10,.8135661
2009m11,.9240057
2009m12,.9873843
2010m1,1.337735
2010m2,1.770064
2010m3,2.274272
2010m4,2.220167
2010m5,2.077113
2010m6,1.909841
2010m7,1.384739
2010m8,.9216425
2010m9,.7786868
2010m10,.7519466
2010m11,.7291462
2010m12,.3862186
2011m1,.3393524
2011m2,.3338627
2011m3,.2320217
2011m4,.3342344
2011m5,.5043117
2011m6,.9941723
2011m7,1.293926
2011m8,1.446192
2011m9,1.475625
2011m10,1.199192
2011m11,.7939119
2011m12,.5196742
2012m1,.606497
2012m2,.6936501
2012m3,.4880081
2012m4,.304998
2012m5,.0892472
2012m6,.1919495
2012m7,.3622996
2012m8,.542196
2012m9,.6073624
2012m10,.6057151
2012m11,.4837705
2012m12,.340277
2013m1,.3210019
2013m2,.0980711
2013m3,-.0344326
2013m4,-.1801413
2013m5,-.4076721
2013m6,-.5412167
2013m7,-.494586
2013m8,-.5994877
2013m9,-.6877786
2013m10,-.5247236
2013m11,-.3352051
2013m12,-.4487599
2014m1,-.6493001
2014m2,-.7692691
2014m3,-.8389807
2014m4,-.8205139
2014m5,-.6733595
2014m6,-.2857698
2014m7,.0202538
2014m8,.1125795
2014m9,.0056834
2014m10,-.1398769
2014m11,-.2590323
2014m12,-.2942498
2015m1,-.1588103
2015m2,-.2598961
2015m3,-.3539653
2015m4,-.3276107
2015m5,-.462736
2015m6,-.4301457
2015m7,-.4017051
2015m8,-.4140943
2015m9,-.5995793
2015m10,-.8687153
2015m11,-1.065374
2015m12,-1.036708
2016m1,-.7025263
2016m2,-.3888694
2016m3,-.5804695
2016m4,-.8812759
