big_picture_f
.7573236
.6570772
.4382452
-.2822926
-.2463992
-.8939222
-2.009129
-1.25054
.8879491
.657629
1.101442
.4640779
.5619967
.4134699
.1414175
.3804739
-.1757031
-1.26819
-1.935681
-1.036265
.8489857
.7899961
.5118086
-.1755628
-.5372016
.3761432
.2746542
-.4061747
-.3322223
-1.155273
-1.812054
-.9646501
1.18229
1.067221
.9194593
.4817286
.4079711
.2971204
-.0894953
.2224588
1.229503
-.0189495
-1.891576
-1.936438
1.35272
1.527725
.839242
1.149971
.3365746
.8200336
.6982867
.4267185
.0834872
-1.365516
-2.185601
-1.475315
1.138951
