date,cat_housing
2008m1,1.937839
2008m2,1.243677
2008m3,.7614642
2008m4,.2808347
2008m5,-.0898426
2008m6,-.2329545
2008m7,-.2994777
2008m8,-.3975062
2008m9,-.313857
2008m10,-.0487088
2008m11,.68413
2008m12,2.013097
2009m1,2.824081
2009m2,2.931589
2009m3,2.773916
2009m4,2.183626
2009m5,1.415535
2009m6,.8895229
2009m7,.5427072
2009m8,.3410403
2009m9,.2540672
2009m10,.2670837
2009m11,.2599615
2009m12,.2424708
2010m1,.3449292
2010m2,.4214308
2010m3,.3404249
2010m4,.2933325
2010m5,.5264903
2010m6,1.004292
2010m7,1.5955
2010m8,1.825722
2010m9,1.482067
2010m10,.9298103
2010m11,.3191083
2010m12,-.1273198
2011m1,-.2782593
2011m2,-.4095658
2011m3,-.5501339
2011m4,-.623666
2011m5,-.5100367
2011m6,-.2348728
2011m7,.1060452
2011m8,.4883424
2011m9,.5358738
2011m10,.2859077
2011m11,-.0387197
2011m12,-.0921653
2012m1,.1155924
2012m2,.2885677
2012m3,.3315257
2012m4,.3055499
2012m5,.3101513
2012m6,.3691291
2012m7,.4027387
2012m8,.2612235
2012m9,.0126538
2012m10,-.2753884
2012m11,-.6613715
2012m12,-1.018384
2013m1,-.8690721
2013m2,-.5133091
2013m3,-.2168299
2013m4,-.0674223
2013m5,-.0837583
2013m6,-.1331419
2013m7,-.2492729
2013m8,-.4623448
2013m9,-.6868573
2013m10,-.9072743
2013m11,-1.11153
2013m12,-1.195797
2014m1,-1.098952
2014m2,-1.005785
2014m3,-.9946892
2014m4,-1.089465
2014m5,-1.20241
2014m6,-1.106258
2014m7,-.9290299
2014m8,-.8446618
2014m9,-.8799707
2014m10,-.9498196
2014m11,-1.001462
2014m12,-.8801234
2015m1,-.6010067
2015m2,-.4811514
2015m3,-.4348223
2015m4,-.4424273
2015m5,-.4290782
2015m6,-.4197086
2015m7,-.5084251
2015m8,-.6392639
2015m9,-.8261872
2015m10,-.9566051
2015m11,-1.080941
2015m12,-1.083086
2016m1,-.8858795
2016m2,-.6676762
2016m3,-.4599034
2016m4,-.1454237
