date,cat_civic_engagement
2008m1,.4429817
2008m2,.4594617
2008m3,.4636897
2008m4,.3637481
2008m5,-.1377254
2008m6,-.8139313
2008m7,-1.049702
2008m8,-.4711762
2008m9,.7709328
2008m10,1.498614
2008m11,1.401415
2008m12,.9009299
2009m1,.7666262
2009m2,.9335826
2009m3,.9388277
2009m4,.777703
2009m5,.271928
2009m6,-.3681145
2009m7,-.5957193
2009m8,-.1375107
2009m9,.7926056
2009m10,1.405683
2009m11,1.495289
2009m12,1.243003
2010m1,1.212827
2010m2,1.333187
2010m3,1.429418
2010m4,1.178126
2010m5,.5832263
2010m6,-.2541011
2010m7,-.6051197
2010m8,-.2548731
2010m9,.5842721
2010m10,1.041971
2010m11,.9775246
2010m12,.6132231
2011m1,.3938944
2011m2,.3805765
2011m3,.3084717
2011m4,.0972627
2011m5,-.3884979
2011m6,-.9684313
2011m7,-1.190569
2011m8,-.9397283
2011m9,-.2985641
2011m10,.1108247
2011m11,.2159168
2011m12,-.063088
2012m1,-.0850096
2012m2,-.0353167
2012m3,-.0973918
2012m4,-.2773787
2012m5,-.6745631
2012m6,-1.150812
2012m7,-1.262493
2012m8,-.8749963
2012m9,-.2279583
2012m10,.0380121
2012m11,-.0776085
2012m12,-.2970123
2013m1,-.2148254
2013m2,-.1169745
2013m3,-.1845432
2013m4,-.3872214
2013m5,-.8799136
2013m6,-1.386554
2013m7,-1.512904
2013m8,-1.0574
2013m9,-.2170707
2013m10,.2490655
2013m11,.1570851
2013m12,-.2003644
2014m1,-.2848633
2014m2,-.1125033
2014m3,-.1007286
2014m4,-.3094051
2014m5,-.828723
2014m6,-1.359274
2014m7,-1.492232
2014m8,-1.100911
2014m9,-.3132366
2014m10,.0087068
2014m11,-.0489089
2014m12,-.1499723
2015m1,-.0248942
2015m2,.1841607
2015m3,.2765251
2015m4,.0500632
2015m5,-.5751555
2015m6,-1.138557
2015m7,-1.187227
2015m8,-.6389133
2015m9,.2598066
2015m10,.6133587
2015m11,.5241519
2015m12,.2763619
2016m1,.3516873
2016m2,.5182177
2016m3,.4083622
2016m4,.1173612
