date,swb_respect
2008m1,-.343488
2008m2,-.3222533
2008m3,-.4537077
2008m4,-1.029442
2008m5,-1.164053
2008m6,-.6792506
2008m7,-.3422941
2008m8,.3663487
2008m9,1.048338
2008m10,1.327218
2008m11,1.264924
2008m12,1.198517
2009m1,1.049698
2009m2,.7426755
2009m3,.3268091
2009m4,.3031093
2009m5,.5526405
2009m6,.6635595
2009m7,.8967669
2009m8,1.544593
2009m9,2.101689
2009m10,2.092316
2009m11,1.624599
2009m12,.8456248
2010m1,.8418316
2010m2,.9774781
2010m3,.9974593
2010m4,.513197
2010m5,.0469339
2010m6,.0707061
2010m7,.1781083
2010m8,.2309997
2010m9,.8792876
2010m10,1.360437
2010m11,1.725948
2010m12,1.754102
2011m1,1.993073
2011m2,1.938142
2011m3,1.592011
2011m4,1.137234
2011m5,.9549965
2011m6,.7296349
2011m7,.5766925
2011m8,.6034296
2011m9,.6537279
2011m10,.7612787
2011m11,1.335728
2011m12,2.163172
2012m1,2.696665
2012m2,2.608114
2012m3,2.182427
2012m4,1.43587
2012m5,.6861578
2012m6,.4134702
2012m7,.5622287
2012m8,1.066336
2012m9,1.138806
2012m10,.8159827
2012m11,.575143
2012m12,.4522338
2013m1,.6985863
2013m2,.7176728
2013m3,.7739994
2013m4,.9280417
2013m5,1.108905
2013m6,1.004826
2013m7,.779321
2013m8,.5411051
2013m9,.3214651
2013m10,.0373222
2013m11,.166872
2013m12,.5297431
2014m1,1.110416
2014m2,1.30158
2014m3,1.280366
2014m4,1.329604
2014m5,1.354138
2014m6,1.090794
2014m7,1.075071
2014m8,1.048718
2014m9,1.277682
2014m10,1.435301
2014m11,1.344559
2014m12,1.054474
2015m1,.9799165
2015m2,.8521997
2015m3,.6558966
2015m4,.4414146
2015m5,.4299981
2015m6,.5372258
2015m7,.6979063
2015m8,.7829795
2015m9,.5898349
2015m10,.4286951
2015m11,.2032267
2015m12,.3845661
2016m1,1.010372
2016m2,1.132886
2016m3,.3661519
2016m4,-.7817505
