region,date,valeurs_république
Bourgogne,2013m1,-.16848971
Bourgogne,2013m2,.033781409
Bourgogne,2013m3,-.35741678
Bourgogne,2013m4,-1.029987
Bourgogne,2013m5,-.38228384
Bourgogne,2013m6,-.64355958
Bourgogne,2013m7,-.79391694
Bourgogne,2013m8,-1.1222277
Bourgogne,2013m9,.00069602428
Bourgogne,2013m10,-.054034799
Bourgogne,2013m11,.34397492
Bourgogne,2013m12,-.2828832
Bourgogne,2014m1,-.10568822
Bourgogne,2014m2,-.24339041
Bourgogne,2014m3,-.19800955
Bourgogne,2014m4,-.34333378
Bourgogne,2014m5,.042600811
Bourgogne,2014m6,-.4271653
Bourgogne,2014m7,-.85200047
Bourgogne,2014m8,-.81255025
Bourgogne,2014m9,.1767894
Bourgogne,2014m10,-.34819788
Bourgogne,2014m11,-.19100435
Bourgogne,2014m12,-.56997389
Bourgogne,2015m1,.60761559
Bourgogne,2015m2,.58722425
Bourgogne,2015m3,.83828723
Bourgogne,2015m4,.2188797
Bourgogne,2015m5,.2080106
Bourgogne,2015m6,-.21828075
Bourgogne,2015m7,-.97086352
Bourgogne,2015m8,-.5644471
Bourgogne,2015m9,.82439274
Bourgogne,2015m10,.098625571
Bourgogne,2015m11,1.4455628
Bourgogne,2015m12,.99285841
Bourgogne,2016m1,.66190219
Bourgogne,2016m2,.52969313
Bourgogne,2016m3,.37555292
Bourgogne,2016m4,.18938875
Bourgogne,2016m5,.22810653
Bourgogne,2016m6,-.10462525
Bourgogne,2016m7,-.72056258
Bourgogne,2016m8,-.43933159
Bourgogne,2016m9,.56243294
Bourgogne,2016m10,.37855816
Bourgogne,2016m11,.76432151
Bourgogne,2016m12,.77548838
Bourgogne,2017m1,.71358162
Bourgogne,2017m2,.28148362
Bourgogne,2017m3,-.093968466
