date,swb_laugh
2011m1,-2.148459
2011m2,-1.460597
2011m3,-.8768412
2011m4,-.4962939
2011m5,.0770629
2011m6,.7653883
2011m7,.6101507
2011m8,.1782814
2011m9,.3339283
2011m10,.5062279
2011m11,.6266107
2011m12,.2969775
2012m1,-.0809171
2012m2,-.1901349
2012m3,.0187113
2012m4,.447465
2012m5,.9031813
2012m6,1.319759
2012m7,1.248168
2012m8,.4323149
2012m9,-.5885804
2012m10,-1.355237
2012m11,-1.493917
2012m12,-1.440649
2013m1,-1.212827
2013m2,-.4941294
2013m3,.1136428
2013m4,.3940998
2013m5,.4875742
2013m6,.4257125
2013m7,.1101737
2013m8,-.4273143
2013m9,-.7729577
2013m10,-.6030354
2013m11,-.2479425
2013m12,-.5348701
2014m1,-1.059978
2014m2,-.8432676
2014m3,-.2626165
2014m4,.3427439
2014m5,.5167434
2014m6,.4557287
2014m7,.1558717
2014m8,-.3207337
2014m9,-.6854203
2014m10,-.5131245
2014m11,-.076105
2014m12,.0193209
2015m1,-.1130715
2015m2,.1193463
2015m3,.432304
2015m4,.5568874
2015m5,.6478426
2015m6,.4279693
2015m7,.2748514
2015m8,.0626496
2015m9,-.1274381
2015m10,-.2172344
2015m11,-.0285292
2015m12,.001244
2016m1,-.3524588
2016m2,-.3840591
2016m3,-.4730376
2016m4,-.525776
