family_stress_f
1.448513
-2.554338
-.9158104
-1.047626
.5100126
.0335838
.5426472
.3342315
-.2250105
-.5264381
-1.280735
1.192915
.8414845
.9262508
-.7995083
1.068428
-.6314016
-.5816973
1.23006
1.138086
.6949632
1.801833
.9886197
-.2419936
-1.869514
-.4537435
-.8470609
.0699288
.3163914
.5024247
1.092134
.7205688
.2496627
-.3224545
-.7913404
-.5196654
-1.010195
-.0028317
-.4171781
-1.435973
-.7419605
.2238872
.3345186
-.4711507
2.736616
-.273214
-1.641081
-1.649981
-.0858781
.7328281
.0837585
-.9328669
.8919715
.5078979
1.3495
.4299332
-.7230039
