region,date,solidarite
Champagne-Ardenne,2013m1,-.10029001
Champagne-Ardenne,2013m2,-.38515541
Champagne-Ardenne,2013m3,.12172615
Champagne-Ardenne,2013m4,-.036916308
Champagne-Ardenne,2013m5,-.082857959
Champagne-Ardenne,2013m6,-.55283332
Champagne-Ardenne,2013m7,-.723719
Champagne-Ardenne,2013m8,-.80618751
Champagne-Ardenne,2013m9,-.0027932464
Champagne-Ardenne,2013m10,-.15553962
Champagne-Ardenne,2013m11,.37220037
Champagne-Ardenne,2013m12,-.34381616
Champagne-Ardenne,2014m1,-.25111198
Champagne-Ardenne,2014m2,-.17812631
Champagne-Ardenne,2014m3,-.42480171
Champagne-Ardenne,2014m4,.090074614
Champagne-Ardenne,2014m5,-.1662689
Champagne-Ardenne,2014m6,-.15008223
Champagne-Ardenne,2014m7,-.46265531
Champagne-Ardenne,2014m8,-.47111279
Champagne-Ardenne,2014m9,.60897058
Champagne-Ardenne,2014m10,-.054704711
Champagne-Ardenne,2014m11,.28858873
Champagne-Ardenne,2014m12,-.15030652
Champagne-Ardenne,2015m1,.103068
Champagne-Ardenne,2015m2,.15953331
Champagne-Ardenne,2015m3,.15049863
Champagne-Ardenne,2015m4,.047427736
Champagne-Ardenne,2015m5,.4471041
Champagne-Ardenne,2015m6,-.028808586
Champagne-Ardenne,2015m7,-.73441398
Champagne-Ardenne,2015m8,-.33150741
Champagne-Ardenne,2015m9,.37962824
Champagne-Ardenne,2015m10,.12672409
Champagne-Ardenne,2015m11,.50465298
Champagne-Ardenne,2015m12,-.47272247
Champagne-Ardenne,2016m1,.12343203
Champagne-Ardenne,2016m2,.42956737
Champagne-Ardenne,2016m3,.44666687
Champagne-Ardenne,2016m4,.028564349
Champagne-Ardenne,2016m5,.40150517
Champagne-Ardenne,2016m6,-.099139035
Champagne-Ardenne,2016m7,-.16581969
Champagne-Ardenne,2016m8,-.17212969
Champagne-Ardenne,2016m9,.7152344
Champagne-Ardenne,2016m10,.3322731
Champagne-Ardenne,2016m11,.39713287
Champagne-Ardenne,2016m12,.0034421925
Champagne-Ardenne,2017m1,.64940315
Champagne-Ardenne,2017m2,.10632847
Champagne-Ardenne,2017m3,.60179126
