date,swb_stress
2008m1,-1.463774
2008m2,-1.008308
2008m3,-.6890666
2008m4,-.471367
2008m5,-.4397832
2008m6,-.4467695
2008m7,-.3367976
2008m8,-.1260269
2008m9,.375897
2008m10,.8663281
2008m11,1.10721
2008m12,1.188347
2009m1,1.053614
2009m2,1.039106
2009m3,1.193843
2009m4,1.10946
2009m5,1.098305
2009m6,1.225047
2009m7,1.481961
2009m8,1.837734
2009m9,2.075571
2009m10,2.272008
2009m11,2.030863
2009m12,1.807287
2010m1,1.528913
2010m2,1.54756
2010m3,1.707241
2010m4,1.806557
2010m5,1.999629
2010m6,2.472528
2010m7,2.950878
2010m8,3.050978
2010m9,2.668578
2010m10,2.193314
2010m11,1.99054
2010m12,1.696168
2011m1,1.050233
2011m2,.7067505
2011m3,.7339028
2011m4,1.012102
2011m5,1.200482
2011m6,1.487306
2011m7,2.004021
2011m8,2.535222
2011m9,2.663886
2011m10,2.268193
2011m11,1.413956
2011m12,.5870907
2012m1,.1848189
2012m2,.199264
2012m3,.4387055
2012m4,.6524855
2012m5,.7745811
2012m6,.975766
2012m7,1.35859
2012m8,1.862256
2012m9,2.108166
2012m10,1.95738
2012m11,1.427772
2012m12,.9960087
2013m1,.7131504
2013m2,.6451612
2013m3,.6322192
2013m4,.7142534
2013m5,.6484718
2013m6,.5053678
2013m7,.6147138
2013m8,.9006326
2013m9,1.057614
2013m10,1.119404
2013m11,.8569419
2013m12,.3619638
2014m1,-.0245281
2014m2,-.202307
2014m3,-.2551614
2014m4,-.245704
2014m5,-.0835413
2014m6,.2013413
2014m7,.4515465
2014m8,.5158668
2014m9,.4744868
2014m10,.4831424
2014m11,.3700417
2014m12,.2060453
2015m1,-.046266
2015m2,-.1815777
2015m3,-.1348013
2015m4,.0435454
2015m5,.1308466
2015m6,.2671807
2015m7,.6555835
2015m8,1.183063
2015m9,1.611648
2015m10,1.870006
2015m11,1.667859
2015m12,1.121633
2016m1,.5750151
2016m2,.4314678
2016m3,.7218881
2016m4,1.318526
