date,swb_anger
2008m1,-1.129149
2008m2,-.520431
2008m3,-.0171976
2008m4,.1759136
2008m5,.1298447
2008m6,.0919367
2008m7,.1364515
2008m8,.4872274
2008m9,.833007
2008m10,.9493946
2008m11,.6165122
2008m12,.2381333
2009m1,.0511132
2009m2,.3295879
2009m3,.6203741
2009m4,1.095177
2009m5,1.356175
2009m6,1.398437
2009m7,1.41869
2009m8,1.660246
2009m9,1.662148
2009m10,1.648812
2009m11,1.39482
2009m12,.9064795
2010m1,.3105242
2010m2,.2178083
2010m3,.4219411
2010m4,.6775696
2010m5,.8148988
2010m6,1.07514
2010m7,1.636385
2010m8,1.905309
2010m9,1.651793
2010m10,1.448089
2010m11,1.268597
2010m12,.8309163
2011m1,-.0886788
2011m2,-.3744237
2011m3,-.2841836
2011m4,.2334844
2011m5,.5113456
2011m6,.7605376
2011m7,.7886068
2011m8,.5976381
2011m9,.2619848
2011m10,-.0414922
2011m11,-.3836009
2011m12,-.5346416
2012m1,-.8719362
2012m2,-.9936726
2012m3,-.8910199
2012m4,-.6280462
2012m5,-.4759946
2012m6,-.3853617
2012m7,-.2142509
2012m8,-.0585804
2012m9,.1179493
2012m10,.4537471
2012m11,.7881804
2012m12,1.103557
2013m1,.5214722
2013m2,-.0366084
2013m3,-.3346907
2013m4,-.3966735
2013m5,-.1182804
2013m6,.3817233
2013m7,1.295111
2013m8,1.871925
2013m9,2.052639
2013m10,1.872666
2013m11,1.604265
2013m12,1.589312
2014m1,.9110768
2014m2,.3343135
2014m3,.1118015
2014m4,.2232968
2014m5,.8289803
2014m6,1.406944
2014m7,1.60608
2014m8,1.52017
2014m9,1.304523
2014m10,1.084716
2014m11,.784397
2014m12,.4303005
2015m1,-.0276314
2015m2,-.155386
2015m3,.0363185
2015m4,.4033593
2015m5,.6483307
2015m6,.7932981
2015m7,1.031958
2015m8,1.461564
2015m9,1.637424
2015m10,1.536819
2015m11,1.23774
2015m12,.7185609
2016m1,-.0028054
2016m2,-.1223728
2016m3,.4055183
2016m4,1.139091
