date,swb_enjoyment
2008m1,-.2997847
2008m2,.143833
2008m3,.5314813
2008m4,1.038455
2008m5,1.2731
2008m6,1.175287
2008m7,1.000751
2008m8,.6227654
2008m9,.2805948
2008m10,-.0631724
2008m11,-.3583206
2008m12,-1.011647
2009m1,-1.637044
2009m2,-1.450825
2009m3,-.6383348
2009m4,.1095531
2009m5,.1275446
2009m6,-.2280863
2009m7,-.3688079
2009m8,-.7177447
2009m9,-1.004582
2009m10,-1.525092
2009m11,-1.704767
2009m12,-1.853261
2010m1,-2.000633
2010m2,-1.717994
2010m3,-1.151076
2010m4,-.429338
2010m5,.0311305
2010m6,.1993908
2010m7,.0793242
2010m8,-.2733444
2010m9,-.1773207
2010m10,-.0333341
2010m11,-.1425356
2010m12,-.3525536
2011m1,-.036576
2011m2,.4332021
2011m3,.6658961
2011m4,.8796079
2011m5,1.114096
2011m6,1.019643
2011m7,.6233746
2011m8,.2751654
2011m9,.4007618
2011m10,.6520699
2011m11,.7241048
2011m12,.667421
2012m1,.4876685
2012m2,.5874012
2012m3,.9462842
2012m4,1.139418
2012m5,1.003775
2012m6,.7734361
2012m7,.345046
2012m8,-.0559758
2012m9,-.1193969
2012m10,-.072706
2012m11,.0661143
2012m12,.1122038
2013m1,.0819246
2013m2,.2815785
2013m3,.5342885
2013m4,.8006288
2013m5,.8575857
2013m6,.8549893
2013m7,.8394433
2013m8,.6203758
2013m9,.476472
2013m10,.4917301
2013m11,.6152514
2013m12,.5318572
2014m1,.4835225
2014m2,.6468945
2014m3,1.022412
2014m4,1.407887
2014m5,1.508797
2014m6,1.080872
2014m7,.5629646
2014m8,.2422294
2014m9,.2990018
2014m10,.6338487
2014m11,.9554674
2014m12,1.142895
2015m1,1.158391
2015m2,1.370824
2015m3,1.705626
2015m4,1.8775
2015m5,1.7632
2015m6,1.529638
2015m7,1.227358
2015m8,.9165483
2015m9,.91899
2015m10,1.117149
2015m11,1.305406
2015m12,1.255717
2016m1,1.155727
2016m2,1.069238
2016m3,.9980345
2016m4,.9014188
