date,cat_spirituality
2011m1,.1981573
2011m2,.2332272
2011m3,.4595385
2011m4,.4096546
2011m5,-.0962847
2011m6,-.7881534
2011m7,-1.090346
2011m8,-.8853672
2011m9,.0480231
2011m10,.8928046
2011m11,1.0109
2011m12,.6473387
2012m1,.6292498
2012m2,.8778539
2012m3,1.010762
2012m4,.6350832
2012m5,-.1307761
2012m6,-.9049588
2012m7,-.9222376
2012m8,-.4262135
2012m9,.2107372
2012m10,.3818566
2012m11,.2092879
2012m12,-.0315385
2013m1,-.0571898
2013m2,.1415462
2013m3,.1625497
2013m4,.0456554
2013m5,-.3842216
2013m6,-.8954712
2013m7,-1.042971
2013m8,-.6516811
2013m9,.2425215
2013m10,.4482591
2013m11,-.1373196
2013m12,-.739711
2014m1,-.9616612
2014m2,-.8430973
2014m3,-.623923
2014m4,-.5220081
2014m5,-.8438796
2014m6,-1.314951
2014m7,-1.359017
2014m8,-.6998871
2014m9,.2056305
2014m10,.6651102
2014m11,.6301908
2014m12,.2793578
2015m1,.2863794
2015m2,.6074636
2015m3,.7428758
2015m4,.4834518
2015m5,-.1287004
2015m6,-.66378
2015m7,-.6357291
2015m8,-.1099367
2015m9,.7164775
2015m10,.9196095
2015m11,.8840216
2015m12,.5888488
2016m1,.3270897
2016m2,.3047739
2016m3,.4703598
2016m4,.8843647
