stress
-1.328833
-.0567527
.2012372
1.43425
.6929455
-2.485676
-3.350868
-.3970086
.6496077
3.105387
1.567598
.3806053
.9497129
.9597404
.7796125
-.6325388
-1.294867
-1.282336
-1.251901
.1965478
.5353017
2.564481
.7754823
-.0594314
-.032002
-.2248851
.5721438
-.8864945
-.4817289
-1.647913
-.8894324
-.0294328
.7108
.9740663
.9820239
.4145664
.7686758
.8962187
.4345988
-.3341157
1.22392
.409059
.2383549
.6193069
.7283611
2.017201
1.137223
.9657828
.5698622
1.578703
.71639
.0927229
-.3607616
-.331995
-1.288225
.3709303
2.823779
