date,cat_personal_security
2008m1,-.8375109
2008m2,-.5718926
2008m3,-.4572906
2008m4,-.5783992
2008m5,-1.057809
2008m6,-1.520026
2008m7,-1.639926
2008m8,-1.515197
2008m9,-1.077017
2008m10,-.6818401
2008m11,-.577468
2008m12,-.5789538
2009m1,-.5317485
2009m2,-.244282
2009m3,-.0977096
2009m4,-.2193174
2009m5,-.6528968
2009m6,-1.201841
2009m7,-1.307993
2009m8,-.9898136
2009m9,-.3165975
2009m10,.2908938
2009m11,.6087686
2009m12,.456102
2010m1,.3919647
2010m2,.5514096
2010m3,.6133761
2010m4,.5566767
2010m5,.3371274
2010m6,-.2156847
2010m7,-.6129315
2010m8,-.627233
2010m9,-.3844192
2010m10,-.1856813
2010m11,-.0687659
2010m12,-.0566026
2011m1,-.1331972
2011m2,-.0068025
2011m3,.162123
2011m4,.1621368
2011m5,-.004231
2011m6,-.4849145
2011m7,-.716715
2011m8,-.714711
2011m9,-.3991323
2011m10,.0071735
2011m11,.4321865
2011m12,.3274772
2012m1,.152786
2012m2,.1214453
2012m3,.1101402
2012m4,-.041738
2012m5,-.3263178
2012m6,-.5112944
2012m7,-.3571097
2012m8,-.3059348
2012m9,-.113859
2012m10,.5014074
2012m11,1.452588
2012m12,2.449986
2013m1,2.359853
2013m2,1.644593
2013m3,1.225417
2013m4,1.053859
2013m5,.3893743
2013m6,-.3138432
2013m7,-.5685205
2013m8,-.4902393
2013m9,-.2872713
2013m10,-.1839035
2013m11,-.1712946
2013m12,-.3245768
2014m1,-.4139798
2014m2,-.3064868
2014m3,-.1143254
2014m4,-.0911963
2014m5,-.2632343
2014m6,-.5159695
2014m7,-.5641486
2014m8,-.4326358
2014m9,-.1666135
2014m10,.0556271
2014m11,.2236554
2014m12,.3188636
2015m1,.3489579
2015m2,.2552609
2015m3,.2080695
2015m4,.146583
2015m5,-.0380917
2015m6,-.3069912
2015m7,-.3642581
2015m8,-.1370101
2015m9,.5213885
2015m10,1.523707
2015m11,2.475546
2015m12,2.40802
2016m1,1.704823
2016m2,1.120638
2016m3,.853137
2016m4,.4542543
