region,date,health
Centre,2013m1,-.0972067321601667
Centre,2013m2,.223897182823796
Centre,2013m3,-.0253603074111437
Centre,2013m4,-.2876447729374233
Centre,2013m5,-.5202408901562816
Centre,2013m6,-.546712967322061
Centre,2013m7,-.6992350467725804
Centre,2013m8,-.4157404057485493
Centre,2013m9,-.1852712602305569
Centre,2013m10,-.0959498265415038
Centre,2013m11,-.0487963994474787
Centre,2013m12,-.6996620238611573
Centre,2014m1,.208701390975253
Centre,2014m2,.3853222378774693
Centre,2014m3,.1700035966932774
Centre,2014m4,-.0950523235246931
Centre,2014m5,-.2741595083161404
Centre,2014m6,-.3179541569889376
Centre,2014m7,.0518183821420136
Centre,2014m8,.1130005313377631
Centre,2014m9,.6990463346438972
Centre,2014m10,.5863869662739729
Centre,2014m11,.6780660505357542
Centre,2014m12,.0176397321353617
Centre,2015m1,.7095921405247951
Centre,2015m2,.8066490888595581
Centre,2015m3,.657770398808153
Centre,2015m4,.4306451047672645
Centre,2015m5,.0873400605234661
Centre,2015m6,.3501308774085422
Centre,2015m7,-.0449003222349443
Centre,2015m8,.6435757936223557
Centre,2015m9,.9631307799565164
Centre,2015m10,.9120112986941087
Centre,2015m11,.6723389747111421
Centre,2015m12,.2257507072859689
Centre,2016m1,1.264539187676028
Centre,2016m2,1.447028718496624
Centre,2016m3,1.448558513859385
Centre,2016m4,1.091150208523399
Centre,2016m5,.8447155807363359
Centre,2016m6,
