date,cat_summer_leisure
2008m1,-.9033002
2008m2,-.4908562
2008m3,-.0420861
2008m4,.3844771
2008m5,.7508408
2008m6,.7569282
2008m7,.4385578
2008m8,.0574476
2008m9,-.4099539
2008m10,-.8473805
2008m11,-1.093731
2008m12,-1.081006
2009m1,-.7930052
2009m2,-.439951
2009m3,-.1126405
2009m4,.0060967
2009m5,.2301899
2009m6,.4187988
2009m7,.2637108
2009m8,-.0380962
2009m9,-.1756471
2009m10,.0294306
2009m11,.2105863
2009m12,.4885607
2010m1,.9809712
2010m2,1.504523
2010m3,1.961664
2010m4,2.368251
2010m5,2.887463
2010m6,2.963941
2010m7,2.300906
2010m8,1.555927
2010m9,.6850186
2010m10,.0514456
2010m11,-.3381622
2010m12,-.4351059
2011m1,-.3844042
2011m2,-.2439953
2011m3,-.0983489
2011m4,.2159097
2011m5,.5280768
2011m6,.6558174
2011m7,.6097643
2011m8,.3304553
2011m9,-.0748476
2011m10,-.5394994
2011m11,-.9323391
2011m12,-.8995374
2012m1,-.6503707
2012m2,-.3576404
2012m3,-.0258964
2012m4,.393765
2012m5,.7246223
2012m6,.7869601
2012m7,.6078582
2012m8,.130198
2012m9,-.471691
2012m10,-.8859679
2012m11,-1.120778
2012m12,-1.104955
2013m1,-.9073216
2013m2,-.5982665
2013m3,-.1386933
2013m4,.2740962
2013m5,.6095018
2013m6,.7551672
2013m7,.5923648
2013m8,.2226822
2013m9,-.2106468
2013m10,-.6172608
2013m11,-.9996929
2013m12,-1.118998
2014m1,-.995097
2014m2,-.7631477
2014m3,-.4281262
2014m4,-.0352688
2014m5,.3935266
2014m6,.7130656
2014m7,.4734719
2014m8,-.3412809
2014m9,-1.139006
2014m10,-1.582318
2014m11,-1.748173
2014m12,-1.767686
2015m1,-1.526404
2015m2,-1.087613
2015m3,-.609116
2015m4,-.1466671
2015m5,.3245177
2015m6,.7509888
2015m7,.8149528
2015m8,.3284432
2015m9,-.3053133
2015m10,-.734138
2015m11,-.8674831
2015m12,-.6606064
2016m1,-.2772427
2016m2,.1005469
2016m3,.6457868
2016m4,1.318486
