region,date,valeurs_république
Pays de la Loire,2013m1,-.41917986
Pays de la Loire,2013m2,-.23589605
Pays de la Loire,2013m3,-.21176548
Pays de la Loire,2013m4,-.57893652
Pays de la Loire,2013m5,-.44619709
Pays de la Loire,2013m6,-.64170098
Pays de la Loire,2013m7,-1.1988802
Pays de la Loire,2013m8,-1.2111934
Pays de la Loire,2013m9,-.031883679
Pays de la Loire,2013m10,-.16929996
Pays de la Loire,2013m11,.046487391
Pays de la Loire,2013m12,-.35384208
Pays de la Loire,2014m1,.16714641
Pays de la Loire,2014m2,-.055014171
Pays de la Loire,2014m3,.50891793
Pays de la Loire,2014m4,-.23624818
Pays de la Loire,2014m5,-.27275121
Pays de la Loire,2014m6,-.57504481
Pays de la Loire,2014m7,-1.1331481
Pays de la Loire,2014m8,-1.2845486
Pays de la Loire,2014m9,.14791349
Pays de la Loire,2014m10,.073885225
Pays de la Loire,2014m11,.17366681
Pays de la Loire,2014m12,-.32041475
Pays de la Loire,2015m1,.85255796
Pays de la Loire,2015m2,.2426874
Pays de la Loire,2015m3,.34031481
Pays de la Loire,2015m4,-.01989205
Pays de la Loire,2015m5,.12154447
Pays de la Loire,2015m6,-.11425779
Pays de la Loire,2015m7,-.85905719
Pays de la Loire,2015m8,-.58379674
Pays de la Loire,2015m9,.72110432
Pays de la Loire,2015m10,.59166938
Pays de la Loire,2015m11,1.399114
Pays de la Loire,2015m12,.74504983
Pays de la Loire,2016m1,.74149418
Pays de la Loire,2016m2,.075174987
Pays de la Loire,2016m3,.071721971
Pays de la Loire,2016m4,-.10732153
Pays de la Loire,2016m5,.19110063
Pays de la Loire,2016m6,-.21771091
Pays de la Loire,2016m7,-.85830706
Pays de la Loire,2016m8,-.38657477
Pays de la Loire,2016m9,.89820445
Pays de la Loire,2016m10,.77214694
Pays de la Loire,2016m11,1.223659
Pays de la Loire,2016m12,.54706377
Pays de la Loire,2017m1,.88569731
Pays de la Loire,2017m2,.4638918
Pays de la Loire,2017m3,.53515309
