region,date,recherche_emploi
Haute-Normandie,2013m1,.53827453
Haute-Normandie,2013m2,.46840179
Haute-Normandie,2013m3,.42893147
Haute-Normandie,2013m4,-.20689175
Haute-Normandie,2013m5,-.25452098
Haute-Normandie,2013m6,-.39035913
Haute-Normandie,2013m7,-.75911665
Haute-Normandie,2013m8,-1.3052794
Haute-Normandie,2013m9,.46954778
Haute-Normandie,2013m10,.11372659
Haute-Normandie,2013m11,.036312226
Haute-Normandie,2013m12,-.69520426
Haute-Normandie,2014m1,.5158903
Haute-Normandie,2014m2,.66672099
Haute-Normandie,2014m3,1.0429641
Haute-Normandie,2014m4,.16771629
Haute-Normandie,2014m5,.48271734
Haute-Normandie,2014m6,-.18447
Haute-Normandie,2014m7,-1.0195581
Haute-Normandie,2014m8,-.59528655
Haute-Normandie,2014m9,.95486623
Haute-Normandie,2014m10,.54257137
Haute-Normandie,2014m11,.20519321
Haute-Normandie,2014m12,-1.0901586
Haute-Normandie,2015m1,.14826377
Haute-Normandie,2015m2,.78575265
Haute-Normandie,2015m3,.79539484
Haute-Normandie,2015m4,-.0050664321
Haute-Normandie,2015m5,-.12889335
Haute-Normandie,2015m6,.13642515
Haute-Normandie,2015m7,-.59840071
Haute-Normandie,2015m8,-.89604723
Haute-Normandie,2015m9,.98551297
Haute-Normandie,2015m10,.13382831
Haute-Normandie,2015m11,.034652714
Haute-Normandie,2015m12,-1.0845973
Haute-Normandie,2016m1,.53767622
Haute-Normandie,2016m2,.47958311
Haute-Normandie,2016m3,.67607361
Haute-Normandie,2016m4,.024263481
Haute-Normandie,2016m5,.082811154
Haute-Normandie,2016m6,-.28089228
Haute-Normandie,2016m7,-1.109217
Haute-Normandie,2016m8,-1.3684392
Haute-Normandie,2016m9,.54106826
Haute-Normandie,2016m10,-.019964986
Haute-Normandie,2016m11,-.093527906
Haute-Normandie,2016m12,-.77395511
Haute-Normandie,2017m1,.3155131
Haute-Normandie,2017m2,.32793027
Haute-Normandie,2017m3,.7650429
