date,cat_financial_security
2008m1,2.073398
2008m2,1.533897
2008m3,1.131003
2008m4,.8648247
2008m5,.6742896
2008m6,.6853521
2008m7,.7316771
2008m8,.7606584
2008m9,1.072618
2008m10,1.227434
2008m11,.8999566
2008m12,.8193288
2009m1,1.026121
2009m2,1.010952
2009m3,.9813073
2009m4,.7620785
2009m5,.6337868
2009m6,.6797442
2009m7,.8243358
2009m8,.7577467
2009m9,.5821818
2009m10,.4584725
2009m11,.250526
2009m12,.3803115
2010m1,.8848075
2010m2,1.232948
2010m3,1.389865
2010m4,1.211364
2010m5,.8158432
2010m6,.5350427
2010m7,.3002282
2010m8,.1321862
2010m9,-.0691909
2010m10,-.322049
2010m11,-.5200876
2010m12,-.4601621
2011m1,-.2608011
2011m2,-.3228591
2011m3,-.5622466
2011m4,-.7821174
2011m5,-.9150929
2011m6,-.8163409
2011m7,-.6089462
2011m8,-.6299642
2011m9,-1.077199
2011m10,-1.461535
2011m11,-1.667246
2011m12,-1.409509
2012m1,-.8796973
2012m2,-.7291631
2012m3,-.8195283
2012m4,-.952974
2012m5,-1.133005
2012m6,-1.205408
2012m7,-1.197789
2012m8,-1.263681
2012m9,-1.389916
2012m10,-1.355883
2012m11,-1.336721
2012m12,-1.185968
2013m1,-.6819578
2013m2,-.5237514
2013m3,-.4941005
2013m4,-.5243982
2013m5,-.6743304
2013m6,-.7790327
2013m7,-.8442092
2013m8,-.9123012
2013m9,-.952221
2013m10,-.8386252
2013m11,-.8940307
2013m12,-.69186
2014m1,-.1961708
2014m2,.0445191
2014m3,.0962903
2014m4,-.0266276
2014m5,-.1612519
2014m6,-.1181338
2014m7,-.0769779
2014m8,-.2567798
2014m9,-.4507739
2014m10,-.5426795
2014m11,-.5187062
2014m12,-.0678391
2015m1,.5804151
2015m2,.7966016
2015m3,.804228
2015m4,.7358209
2015m5,.6275068
2015m6,.6674861
2015m7,.5596537
2015m8,.2398203
2015m9,-.1807293
2015m10,-.3927643
2015m11,-.4710762
2015m12,-.1616897
2016m1,.5166134
2016m2,1.041096
2016m3,1.506028
2016m4,2.227733
