date,cat_social_progress
2011m1,-.1963405
2011m2,.0962858
2011m3,.2181383
2011m4,.1557436
2011m5,-.1692276
2011m6,-.6518047
2011m7,-.920818
2011m8,-.8093281
2011m9,-.307505
2011m10,.1054547
2011m11,.2961058
2011m12,.2452302
2012m1,.2573797
2012m2,.3586084
2012m3,.3996123
2012m4,.3264035
2012m5,.0233408
2012m6,-.459492
2012m7,-.7281287
2012m8,-.493734
2012m9,.0368156
2012m10,.3350455
2012m11,.350253
2012m12,.1916506
2013m1,.1790146
2013m2,.2606702
2013m3,.4189245
2013m4,.4558657
2013m5,.0769154
2013m6,-.4918242
2013m7,-.8102219
2013m8,-.6553686
2013m9,-.0791808
2013m10,.3204906
2013m11,.2271528
2013m12,.0532798
2014m1,.1278094
2014m2,.2988842
2014m3,.3927584
2014m4,.2775297
2014m5,-.1497898
2014m6,-.6815035
2014m7,-1.08524
2014m8,-1.065255
2014m9,-.7198575
2014m10,-.5809042
2014m11,-.7988589
2014m12,-1.145904
2015m1,-1.354394
2015m2,-1.381511
2015m3,-1.333419
2015m4,-1.347333
2015m5,-1.332167
2015m6,-1.064553
2015m7,-.3992232
2015m8,.4243448
2015m9,1.40099
2015m10,1.941027
2015m11,1.885925
2015m12,1.616849
2016m1,1.627653
2016m2,1.925347
2016m3,1.989004
2016m4,1.916385
