date,swb_enjoyment
2011m1,.2907806
2011m2,.0713027
2011m3,-.0588365
2011m4,.1217682
2011m5,.0678813
2011m6,-.0010794
2011m7,-.1520755
2011m8,-.2853125
2011m9,-.4032299
2011m10,-.4889303
2011m11,-.255353
2011m12,.0133391
2012m1,-.0511908
2012m2,.0392605
2012m3,.4209036
2012m4,.5092559
2012m5,.3680229
2012m6,.4723617
2012m7,.2974114
2012m8,-.232758
2012m9,-.6599338
2012m10,-.845645
2012m11,-.5490054
2012m12,.2495969
2013m1,.9424498
2013m2,1.239412
2013m3,1.336689
2013m4,1.254505
2013m5,.990416
2013m6,.7121276
2013m7,.7283959
2013m8,.4234376
2013m9,.2707705
2013m10,.6345668
2013m11,1.15141
2013m12,1.059188
2014m1,.3996423
2014m2,.5743882
2014m3,1.147423
2014m4,1.361779
2014m5,1.030631
2014m6,.8678056
2014m7,.8556193
2014m8,.8006299
2014m9,.651473
2014m10,.6451552
2014m11,.9951258
2014m12,1.19589
2015m1,1.028589
2015m2,1.12942
2015m3,1.330801
2015m4,1.646912
2015m5,1.841928
2015m6,1.8715
2015m7,1.535436
2015m8,1.02392
2015m9,.6985867
2015m10,1.096828
2015m11,1.81923
2015m12,1.976626
2016m1,1.599949
2016m2,1.229773
2016m3,.9187655
2016m4,.9287085
