date,swb_happiness
2008m1,.0271543
2008m2,-.269467
2008m3,-.1051748
2008m4,.2934369
2008m5,.8058345
2008m6,1.208137
2008m7,1.150373
2008m8,.0166954
2008m9,-1.04558
2008m10,-1.558877
2008m11,-1.35818
2008m12,-1.255523
2009m1,-.9774479
2009m2,-.2092558
2009m3,.0239586
2009m4,.0886873
2009m5,-.1584599
2009m6,-.4539542
2009m7,-.7581634
2009m8,-1.33981
2009m9,-1.908226
2009m10,-2.262942
2009m11,-2.093775
2009m12,-2.167534
2010m1,-2.283247
2010m2,-2.051064
2010m3,-1.3074
2010m4,-.3607153
2010m5,-.1277802
2010m6,-.0149097
2010m7,-.184615
2010m8,-.8178748
2010m9,-1.410634
2010m10,-1.333265
2010m11,-1.366839
2010m12,-1.568127
2011m1,-1.465552
2011m2,-.9462571
2011m3,-.2935903
2011m4,.050309
2011m5,.1985959
2011m6,.0941761
2011m7,-.0945107
2011m8,-.3253321
2011m9,-.549942
2011m10,-.68313
2011m11,-.7194814
2011m12,-.7123384
2012m1,-.9162397
2012m2,-.9295909
2012m3,-.5319081
2012m4,-.4518788
2012m5,-.3497793
2012m6,-.3223598
2012m7,-.5116177
2012m8,-.8988693
2012m9,-1.03405
2012m10,-.9919072
2012m11,-.7256933
2012m12,-.6033459
2013m1,-.7729544
2013m2,-.677045
2013m3,-.5022917
2013m4,-.3254551
2013m5,-.2329919
2013m6,-.3817295
2013m7,-.6581392
2013m8,-.7613503
2013m9,-.4226533
2013m10,-.1529726
2013m11,-.1202835
2013m12,-.5039399
2014m1,-.9577593
2014m2,-.9198532
2014m3,-.5470991
2014m4,-.1680154
2014m5,.0221701
2014m6,-.0121859
2014m7,-.1096859
2014m8,-.1482354
2014m9,-.0071254
2014m10,.2136265
2014m11,.6727282
2014m12,1.022417
2015m1,1.066813
2015m2,.8299912
2015m3,.5975086
2015m4,.1941431
2015m5,.1804641
2015m6,.1468114
2015m7,-.1055601
2015m8,-.4503763
2015m9,-.6810991
2015m10,-.7705733
2015m11,-.6859388
2015m12,-.4883173
2016m1,-.2496978
2016m2,.0075033
2016m3,.2500489
2016m4,.5033529
