region,date,christianisme
Haute-Normandie,2013m1,-.056894235
Haute-Normandie,2013m2,.10678086
Haute-Normandie,2013m3,.30630174
Haute-Normandie,2013m4,-.011710167
Haute-Normandie,2013m5,-.1839513
Haute-Normandie,2013m6,-.46387452
Haute-Normandie,2013m7,-.94404382
Haute-Normandie,2013m8,-.36733326
Haute-Normandie,2013m9,-.67901635
Haute-Normandie,2013m10,-.2516928
Haute-Normandie,2013m11,-.26463825
Haute-Normandie,2013m12,-.039258923
Haute-Normandie,2014m1,-.11498094
Haute-Normandie,2014m2,-.50770104
Haute-Normandie,2014m3,-.37474412
Haute-Normandie,2014m4,.21801533
Haute-Normandie,2014m5,-.060052656
Haute-Normandie,2014m6,-.42102906
Haute-Normandie,2014m7,.1327569
Haute-Normandie,2014m8,.17205647
Haute-Normandie,2014m9,-.43369472
Haute-Normandie,2014m10,.31977835
Haute-Normandie,2014m11,-.2716727
Haute-Normandie,2014m12,.62593985
Haute-Normandie,2015m1,.84288239
Haute-Normandie,2015m2,.29227325
Haute-Normandie,2015m3,.531371
Haute-Normandie,2015m4,.31030604
Haute-Normandie,2015m5,.058234021
Haute-Normandie,2015m6,-.38950145
Haute-Normandie,2015m7,-.78325498
Haute-Normandie,2015m8,.43570298
Haute-Normandie,2015m9,-.20847149
Haute-Normandie,2015m10,-.34175
Haute-Normandie,2015m11,.20164222
Haute-Normandie,2015m12,1.2307351
Haute-Normandie,2016m1,.057995882
Haute-Normandie,2016m2,-.11961351
Haute-Normandie,2016m3,.30501595
Haute-Normandie,2016m4,.2969729
Haute-Normandie,2016m5,.42236614
Haute-Normandie,2016m6,-.21370043
Haute-Normandie,2016m7,-.28628719
Haute-Normandie,2016m8,.62056983
Haute-Normandie,2016m9,-.22138396
Haute-Normandie,2016m10,-.028787535
Haute-Normandie,2016m11,.13844258
Haute-Normandie,2016m12,.53879088
Haute-Normandie,2017m1,-.065187067
Haute-Normandie,2017m2,-.10026684
Haute-Normandie,2017m3,.27277178
