date,swb_sadness
2008m1,-.9117194
2008m2,-1.093002
2008m3,-.9949493
2008m4,-.7777307
2008m5,-.4127727
2008m6,-.1279619
2008m7,-.1935187
2008m8,-.469489
2008m9,-.699595
2008m10,-.3320867
2008m11,.5940324
2008m12,1.376144
2009m1,1.935105
2009m2,1.933043
2009m3,1.457388
2009m4,.8383691
2009m5,.3251789
2009m6,.0744989
2009m7,.0005035
2009m8,-.2396554
2009m9,-.3144505
2009m10,-.1398092
2009m11,.0655102
2009m12,-.0937409
2010m1,-.6481212
2010m2,-1.214694
2010m3,-1.454499
2010m4,-1.626948
2010m5,-1.279149
2010m6,-.7717782
2010m7,-.3997485
2010m8,-.4303765
2010m9,-.6015596
2010m10,-.3592319
2010m11,-.0171515
2010m12,.1202843
2011m1,-.0996119
2011m2,-.2475532
2011m3,-.5675398
2011m4,-1.041242
2011m5,-1.457172
2011m6,-1.568103
2011m7,-1.250126
2011m8,-.9031873
2011m9,-.6299914
2011m10,-.3716232
2011m11,-.1289686
2011m12,-.0802699
2012m1,-.2116741
2012m2,-.4149413
2012m3,-.6857818
2012m4,-.8857818
2012m5,-.8533598
2012m6,-.5950469
2012m7,-.2498577
2012m8,-.173388
2012m9,-.1168043
2012m10,.2230706
2012m11,.6639503
2012m12,1.157029
2013m1,.8708737
2013m2,.0991451
2013m3,-.7142291
2013m4,-1.285577
2013m5,-1.535024
2013m6,-1.617129
2013m7,-1.602337
2013m8,-1.391492
2013m9,-1.335536
2013m10,-1.196187
2013m11,-1.026175
2013m12,-.8902462
2014m1,-1.169174
2014m2,-1.433572
2014m3,-1.527863
2014m4,-1.580273
2014m5,-1.443376
2014m6,-1.109253
2014m7,-.8835397
2014m8,-.720552
2014m9,-.8920379
2014m10,-.9002179
2014m11,-.9185437
2014m12,-1.016518
2015m1,-1.221697
2015m2,-1.503301
2015m3,-1.892794
2015m4,-2.322617
2015m5,-2.457627
2015m6,-2.367765
2015m7,-2.059242
2015m8,-1.675834
2015m9,-1.25647
2015m10,-.9173044
2015m11,-.6618899
2015m12,-.7571206
2016m1,-1.312585
2016m2,-1.56359
2016m3,-1.393315
2016m4,-1.069118
