date,swb_sadness
2008m1,-1.072427
2008m2,-.7536088
2008m3,-.5458878
2008m4,-.4947523
2008m5,-.6193675
2008m6,-.590014
2008m7,-.4640873
2008m8,-.1485473
2008m9,.3257355
2008m10,.7760146
2008m11,1.611783
2008m12,2.429546
2009m1,2.738515
2009m2,2.424125
2009m3,1.792833
2009m4,1.078782
2009m5,.4019263
2009m6,.0940484
2009m7,.0421129
2009m8,.0621923
2009m9,.2116715
2009m10,.5178356
2009m11,.7266423
2009m12,.2995466
2010m1,-.5898955
2010m2,-1.257244
2010m3,-1.668008
2010m4,-1.719541
2010m5,-1.460068
2010m6,-.9101619
2010m7,-.4776023
2010m8,-.3870375
2010m9,-.2030708
2010m10,.0296172
2010m11,.3106503
2010m12,.2500042
2011m1,-.2185523
2011m2,-.5545569
2011m3,-.7333656
2011m4,-.7367414
2011m5,-.9500247
2011m6,-.9759165
2011m7,-.716592
2011m8,-.4457218
2011m9,-.2543057
2011m10,-.2898639
2011m11,-.2305759
2011m12,-.1033271
2012m1,-.2755367
2012m2,-.4428469
2012m3,-.5813832
2012m4,-.8471531
2012m5,-1.08689
2012m6,-.9623569
2012m7,-.6038601
2012m8,-.3257427
2012m9,-.017337
2012m10,.3499651
2012m11,.7070845
2012m12,.9220323
2013m1,.3539447
2013m2,-.176724
2013m3,-.4990425
2013m4,-.7002143
2013m5,-.8811464
2013m6,-.8776999
2013m7,-.7613752
2013m8,-.5754102
2013m9,-.4814666
2013m10,-.4657262
2013m11,-.408507
2013m12,-.4171837
2014m1,-.7637653
2014m2,-1.043199
2014m3,-1.073146
2014m4,-1.106594
2014m5,-1.122678
2014m6,-.9176165
2014m7,-.5752069
2014m8,-.3033376
2014m9,-.1155036
2014m10,-.0956155
2014m11,-.1574245
2014m12,-.4202588
2015m1,-.9729542
2015m2,-1.469048
2015m3,-1.850772
2015m4,-1.927274
2015m5,-1.896307
2015m6,-1.714045
2015m7,-1.454395
2015m8,-1.087439
2015m9,-.6379004
2015m10,-.3840147
2015m11,-.2925715
2015m12,-.4914283
2016m1,-1.062322
2016m2,-1.333666
2016m3,-1.325572
2016m4,-.9779768
